Ano,Subprefeitura,Subprefeitura_Padronizada,Distrito_Admin,Distrito_Admin_Padronizados,Sexo,0a4,5a9,10a14,15a19,20a24,25a29,30a34,35a39,40a44,45a49,50a54,50a59,60a64,60a69,70a74,75e,total,Origem,Arquivo
2021,Mooca,MOOCA,Brás,Bras,masculino,1218,1507,1128,1061,1171,1375,1638,1806,1716,1400,1176,972,823,597,449,506,18543,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2021.csv
2021,Freguesia/Brasilândia,FREGUESIA_BRASILANDIA,Brasilândia,Brasilandia,masculino,8414,9288,8552,9281,10824,10552,9573,9171,8514,7256,6798,5536,4449,3220,2228,2509,116165,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2021.csv
2021,Butantã,BUTANTA,Butantã,Butanta,masculino,1046,1243,1225,1204,1312,1554,2112,2470,2326,1805,1597,1504,1376,1186,964,1596,24520,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2021.csv
2021,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Cachoeirinha,Cachoeirinha,masculino,4466,5082,4885,5216,5907,6007,5669,5538,5323,4330,4053,3465,2974,2126,1441,1747,68229,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2021.csv
2021,Sé,SE,Cambuci,Cambuci,masculino,1092,1297,1315,1288,1349,1404,1486,1715,1864,1596,1414,1235,1054,832,613,985,20539,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2021.csv
2021,Santo Amaro,SANTO_AMARO,Campo Belo,Campo_Belo,masculino,1449,1766,1785,1689,1762,1912,2181,2548,2852,2491,2308,2194,1996,1755,1408,2468,32564,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2021.csv
2021,Santo Amaro,SANTO_AMARO,Campo Grande,Campo_Grande,masculino,2494,2972,3264,3390,3768,3935,3720,4053,4539,4020,3942,3678,3138,2382,1711,2371,53377,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2021.csv
2021,Campo Limpo,CAMPO_LIMPO,Campo Limpo,Campo_Limpo,masculino,6842,7675,8034,8398,9734,9554,9210,9326,9394,7955,6821,5395,4514,3337,2298,2493,110980,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2021.csv
2021,Penha,PENHA,Cangaíba,Cangaiba,masculino,3944,4478,4269,4565,5466,5670,5575,5369,5115,4376,4171,3791,3225,2399,1713,2223,66349,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2021.csv
2021,Campo Limpo,CAMPO_LIMPO,Capão Redondo,Capao_Redondo,masculino,8473,9399,9340,10002,11513,11566,10865,10717,10245,8643,7668,5969,4763,3632,2561,2604,127960,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2021.csv
2021,Aricanduva/Formosa/Carrão,ARICANDUVA_FORMOSA_CARRAO,Carrão,Carrao,masculino,1754,2056,2145,2299,2754,3018,3036,3084,3171,2830,2687,2658,2363,1878,1453,2286,39472,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2021.csv
2021,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Casa Verde,Casa_Verde,masculino,2095,2444,2293,2361,2656,2772,3042,3154,3142,2500,2304,2219,2016,1592,1174,1756,37520,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2021.csv
2021,Cidade Ademar,CIDADE_ADEMAR,Cidade Ademar,Cidade_Ademar,masculino,7638,8593,8190,8693,9953,10229,10090,9970,9690,8021,7141,5779,4714,3657,2717,3118,118193,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2021.csv
2021,Capela do Socorro,CAPELA_DO_SOCORRO,Cidade Dutra,Cidade_Dutra,masculino,5195,5854,5786,6302,7491,7618,7265,7031,6883,5918,5510,4654,3886,3028,2245,2552,87218,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2021.csv
2021,Itaquera,ITAQUERA,Cidade Líder,Cidade_Lider,masculino,3780,4228,4351,4675,5505,5680,5366,5366,5295,4483,4011,3476,2989,2358,1680,1804,65047,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2021.csv
2021,Cidade Tiradentes,CIDADE_TIRADENTES,Cidade Tiradentes,Cidade_Tiradentes,masculino,6376,6736,7031,8215,9495,9167,7848,7378,6842,5723,5007,4067,3351,2460,1494,1295,92485,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2021.csv
2021,Sé,SE,Consolação,Consolacao,masculino,916,987,861,815,951,1390,2501,2849,2460,1842,1584,1630,1514,1211,1032,1763,24306,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2021.csv
2021,Ipiranga,IPIRANGA,Cursino,Cursino,masculino,2373,2846,2916,2907,3199,3404,3642,4032,4079,3368,3208,3099,2845,2221,1660,2507,48306,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2021.csv
2021,Ermelino Matarazzo,ERMELINO_MATARAZZO,Ermelino Matarazzo,Ermelino_Matarazzo,masculino,3199,3604,3700,3944,4596,4639,4431,4350,4171,3649,3447,2890,2382,1877,1346,1520,53745,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2021.csv
2021,Freguesia/Brasilândia,FREGUESIA_BRASILANDIA,Freguesia do Ó,Freguesia_do_O,masculino,3497,4035,3806,4016,4929,5117,5178,5331,5293,4349,4094,3969,3641,2773,1977,2640,64645,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2021.csv
2021,Capela do Socorro,CAPELA_DO_SOCORRO,Grajaú,Grajau,masculino,12598,13858,13637,15014,17585,17234,15462,14522,13747,11803,10948,8904,6916,5002,3304,3012,183546,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2021.csv
2021,Guaianases,GUAIANASES,Guaianases,Guaianases,masculino,3564,3887,3807,4196,4845,5036,4352,4044,3914,3306,3030,2508,2027,1530,1040,1068,52154,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2021.csv
2021,São Mateus,SAO_MATEUS,Iguatemi,Iguatemi,masculino,5002,5358,5377,5929,6999,6885,5903,5454,5079,4399,4316,3569,2764,2010,1279,1225,71548,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2021.csv
2021,Ipiranga,IPIRANGA,Ipiranga,Ipiranga,masculino,2657,3154,3163,3270,3666,3938,4106,4574,4621,3958,3613,3358,2920,2362,1738,2648,53746,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2021.csv
2021,Pinheiros,PINHEIROS,Itaim Bibi,Itaim_Bibi,masculino,1946,2481,2396,2016,1991,2323,2938,4165,5033,4132,3262,3003,2788,2458,2029,3225,46186,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2021.csv
