Ano,Subprefeitura,Subprefeitura_Padronizada,Distrito_Admin,Distrito_Admin_Padronizados,Sexo,0a4,5a9,10a14,15a19,20a24,25a29,30a34,35a39,40a44,45a49,50a54,50a59,60a64,60a69,70a74,75e,total,Origem,Arquivo
2016,Itaquera,ITAQUERA,Itaquera,Itaquera,masculino,6560,7254,7844,8176,9239,8918,8086,7776,7783,6756,5823,4702,3671,2701,1962,2195,99446,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Jabaquara,JABAQUARA,Jabaquara,Jabaquara,masculino,6211,6889,7066,7186,8290,8910,8913,8855,8121,7155,6647,5505,4424,3105,2439,3488,103204,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Jaçanã/Tremembé,JACANA_TREMEMBE,Jaçanã,Jacana,masculino,2483,3039,3305,3374,3813,3905,3700,3507,3247,2729,2480,2163,1739,1309,942,1323,43058,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Lapa,LAPA,Jaguara,Jaguara,masculino,629,685,723,700,853,1009,1028,993,919,778,766,703,611,489,379,546,11811,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Lapa,LAPA,Jaguaré,Jaguare,masculino,1533,1776,1845,1750,2044,2285,2342,2298,2088,1694,1462,1147,912,678,545,793,25192,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Pirituba/Jaraguá,PIRITUBA_JARAGUA,Jaraguá,Jaragua,masculino,6561,7201,8064,8517,9380,8733,7836,7481,7238,6261,5429,4390,3251,2192,1427,1399,95360,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,M'Boi Mirim,M_BOI_MIRIM,Jardim Ângela,Jardim_Angela,masculino,10867,12422,13480,13549,14552,13626,12403,11641,11523,9561,7318,5655,4325,2940,1852,1733,147447,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,São Miguel,SAO_MIGUEL,Jardim Helena,Jardim_Helena,masculino,4868,5134,5409,5700,6440,6010,5286,4849,4659,4141,3459,2702,2089,1501,1048,1137,64432,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Pinheiros,PINHEIROS,Jardim Paulista,Jardim_Paulista,masculino,1732,1784,1539,1419,1890,2815,3614,3893,3436,2774,2619,2393,2125,1958,1634,2657,38282,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,M'Boi Mirim,M_BOI_MIRIM,Jardim São Luís,Jardim_Sao_Luis,masculino,8673,9438,10182,10378,11483,12052,11311,10762,10125,8377,6854,5623,4343,3019,2068,2191,126879,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Itaquera,ITAQUERA,José Bonifácio,Jose_Bonifacio,masculino,3446,4428,4866,4968,5380,5137,5164,5261,4783,3818,3181,2670,2398,1848,1137,1111,59596,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Guaianases,GUAIANASES,Lajeado,Lajeado,masculino,5850,6533,6904,7289,8251,7745,6554,5871,5888,5030,4173,3390,2560,1749,1151,1180,80118,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Lapa,LAPA,Lapa,Lapa,masculino,1540,1788,1723,1587,2066,2470,2684,2783,2643,2307,2382,2184,1803,1394,1166,2082,32602,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Sé,SE,Liberdade,Liberdade,masculino,1680,1674,1537,1500,2110,2816,3218,3083,2666,2213,1984,1801,1517,1243,916,1410,31368,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Limão,Limao,masculino,2568,2556,2551,2625,3085,3477,3251,3074,2852,2518,2335,2054,1682,1276,916,1299,38119,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Santana/Tucuruvi,SANTANA_TUCURUVI,Mandaqui,Mandaqui,masculino,2655,2941,3094,3278,3970,4315,4054,3938,3976,3693,3496,2996,2329,1724,1362,1929,49750,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Parelheiros,PARELHEIROS,Marsilac,Marsilac,masculino,262,341,441,490,535,457,348,319,295,315,296,274,230,161,108,123,4995,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Vila Mariana,VILA_MARIANA,Moema,Moema,masculino,1647,1967,1802,1645,2054,2466,2979,3454,3417,2816,2759,2582,2409,2049,1492,2285,37823,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Mooca,MOOCA,Mooca,Mooca,masculino,1922,2051,1981,1926,2581,3019,3065,3100,3033,2766,2652,2350,1969,1404,1119,1989,36927,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Butantã,BUTANTA,Morumbi,Morumbi,masculino,1367,1353,1366,1402,1602,1603,1609,1640,1638,1507,1437,1218,1017,833,702,1017,21311,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Parelheiros,PARELHEIROS,Parelheiros,Parelheiros,masculino,5305,5655,6234,6622,7202,6308,5385,5166,5076,4463,3682,2947,2199,1447,954,864,69509,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Mooca,MOOCA,Pari,Pari,masculino,614,568,551,517,674,801,736,655,573,540,469,389,298,258,199,350,8192,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Itaquera,ITAQUERA,Parque do Carmo,Parque_do_Carmo,masculino,2264,2586,2843,2792,3157,3169,3006,2706,2701,2330,1894,1608,1324,1012,670,711,34773,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Cidade Ademar,CIDADE_ADEMAR,Pedreira,Pedreira,masculino,4749,5725,6159,6470,7264,7146,6296,5938,5690,4940,4136,3350,2521,1779,1139,1141,74443,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Penha,PENHA,Penha,Penha,masculino,3312,3609,3814,3852,4715,5206,5155,4791,4613,4187,4093,3593,2921,2322,1794,2800,60777,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Lapa,LAPA,Perdizes,Perdizes,masculino,2111,2459,2465,2263,2943,3920,4333,4596,4000,3428,3357,3275,2954,2396,1769,2651,48920,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Perus,PERUS,Perus,Perus,masculino,3060,3185,3440,3594,4004,3861,3161,3057,3154,2811,2323,1783,1333,921,609,668,40964,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Pinheiros,PINHEIROS,Pinheiros,Pinheiros,masculino,1312,1473,1346,1220,1535,2103,2748,2923,2546,2089,2069,1862,1685,1373,1140,1885,29309,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Pirituba/Jaraguá,PIRITUBA_JARAGUA,Pirituba,Pirituba,masculino,4916,5577,5795,5874,6830,7216,7020,6716,6176,5666,5378,4654,3730,2713,2033,2608,82902,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Ermelino Matarazzo,ERMELINO_MATARAZZO,Ponte Rasa,Ponte_Rasa,masculino,2434,2831,3047,3215,3718,3834,3698,3337,3127,2911,2757,2494,2018,1481,1129,1533,43564,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Butantã,BUTANTA,Raposo Tavares,Raposo_Tavares,masculino,3753,3903,4188,4054,4619,4508,4428,4377,4083,3417,2802,2226,1861,1410,1040,986,51655,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Sé,SE,República,Republica,masculino,1526,1331,1208,1116,1596,2841,3433,3268,3018,2532,2135,1715,1315,947,716,911,29608,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Butantã,BUTANTA,Rio Pequeno,Rio_Pequeno,masculino,4439,4079,4237,4124,4805,5324,5291,5008,4642,4128,3729,3044,2412,1776,1299,1744,60081,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Ipiranga,IPIRANGA,Sacomã,Sacoma,masculino,6984,8330,8730,8599,10195,10935,10816,10312,9547,8336,7507,6379,4996,3508,2530,3586,121290,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Sé,SE,Santa Cecília,Santa_Cecilia,masculino,1994,1961,1817,1768,2373,3315,3826,3627,3395,2899,2692,2262,1903,1482,1121,1793,38228,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Santana/Tucuruvi,SANTANA_TUCURUVI,Santana,Santana,masculino,2706,2721,2736,2864,3735,4246,4331,4089,3892,3601,3796,3574,3128,2429,1790,2998,52636,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Santo Amaro,SANTO_AMARO,Santo Amaro,Santo_Amaro,masculino,1670,1907,1983,2009,2435,2628,2818,2908,2980,2637,2723,2401,2080,1692,1465,2256,36592,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Pirituba/Jaraguá,PIRITUBA_JARAGUA,São Domingos,Sao_Domingos,masculino,2329,2779,2888,2898,3430,3637,3507,3301,3156,2930,2747,2302,1789,1393,1057,1394,41537,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Vila Prudente,VILA_PRUDENTE,São Lucas,Sao_Lucas,masculino,3383,4139,4397,4343,5246,5826,5718,5290,5028,4491,4618,3934,3145,2358,1895,2932,66743,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,São Mateus,SAO_MATEUS,São Mateus,Sao_Mateus,masculino,4783,5260,5688,5927,6772,6823,6318,5809,5616,4957,4514,3820,3057,2236,1636,2041,75257,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,São Miguel,SAO_MIGUEL,São Miguel,Sao_Miguel,masculino,3080,2944,3061,3235,3776,3771,3364,2970,2989,2757,2535,2112,1607,1190,919,1300,41610,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,São Mateus,SAO_MATEUS,São Rafael,Sao_Rafael,masculino,4497,5569,6473,6514,7136,6409,5547,5443,5566,4887,4079,3082,2311,1626,1216,1226,71581,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Sapopemba,SAPOPEMBA,Sapopemba,Sapopemba,masculino,8469,9547,10406,10613,12185,12573,11252,10401,9873,8542,7824,6657,5330,3808,2649,3130,133259,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Vila Mariana,VILA_MARIANA,Saúde,Saude,masculino,2775,3021,2865,2731,3502,4517,5287,5532,4935,4317,4195,3979,3449,2635,2124,3401,59265,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Sé,SE,Sé,Se,masculino,939,670,698,715,865,1157,1210,1109,1177,942,728,532,372,237,187,209,11747,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Capela do Socorro,CAPELA_DO_SOCORRO,Socorro,Socorro,masculino,924,977,1083,1051,1284,1445,1428,1368,1385,1206,1237,1106,936,757,657,951,17795,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Mooca,MOOCA,Tatuapé,Tatuape,masculino,2050,2209,2471,2544,3188,3480,3465,3442,3462,3279,3438,2967,2425,1793,1370,2337,43920,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Jaçanã/Tremembé,JACANA_TREMEMBE,Tremembé,Tremembe,masculino,6399,6805,7373,7702,8929,8612,7705,7309,7180,6326,5621,4607,3593,2553,1838,2237,94789,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Santana/Tucuruvi,SANTANA_TUCURUVI,Tucuruvi,Tucuruvi,masculino,2207,2503,2583,2628,3332,3967,3929,3734,3490,3090,3074,2891,2516,1870,1480,2463,45757,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Campo Limpo,CAMPO_LIMPO,Vila Andrade,Vila_Andrade,masculino,4356,5512,5969,5750,6404,7022,6476,6175,6143,4904,4113,3173,2171,1466,1046,1077,71757,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Itaim Paulista,ITAIM_PAULISTA,Vila Curuçá,Vila_Curuca,masculino,4491,5220,5865,6240,7051,6445,5857,5181,5232,4581,3956,3140,2403,1738,1283,1503,70186,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Aricanduva/Formosa/Carrão,ARICANDUVA_FORMOSA_CARRAO,Vila Formosa,Vila_Formosa,masculino,2182,2590,2733,2904,3528,3820,3596,3298,3184,2955,3105,2856,2330,1711,1333,2143,44268,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Guilherme,Vila_Guilherme,masculino,1591,1570,1656,1580,1799,2041,2137,2078,2018,1702,1574,1448,1205,884,682,1150,25115,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,São Miguel,SAO_MIGUEL,Vila Jacuí,Vila_Jacui,masculino,3835,4987,5502,5704,6448,6445,5720,5216,4967,4373,3963,3218,2450,1617,1105,1225,66775,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Lapa,LAPA,Vila Leopoldina,Vila_Leopoldina,masculino,1040,1300,1229,1178,1447,1807,1939,2135,2195,1704,1529,1200,914,648,476,744,21485,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Maria,Vila_Maria,masculino,3575,3689,3938,3820,4557,4966,4785,4293,4011,3391,3035,2588,2057,1433,1102,1714,52954,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Vila Mariana,VILA_MARIANA,Vila Mariana,Vila_Mariana,masculino,2609,2690,2642,2485,3364,4772,5721,5561,4716,3943,4042,3854,3513,2930,2222,3434,58498,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Penha,PENHA,Vila Matilde,Vila_Matilde,masculino,2597,3022,3200,3329,4080,4320,4123,3880,3660,3341,3298,2861,2360,1739,1422,2033,49265,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Medeiros,Vila_Medeiros,masculino,3575,3881,3995,4033,4774,5213,5004,4470,4129,3588,3527,3120,2576,1913,1535,2291,57624,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Vila Prudente,VILA_PRUDENTE,Vila Prudente,Vila_Prudente,masculino,2513,2864,2909,2963,3664,4396,4362,4152,3717,3340,3423,3030,2499,1917,1498,2221,49468,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,Butantã,BUTANTA,Vila Sônia,Vila_Sonia,masculino,3482,3701,3742,3716,4435,4828,4775,4664,4348,3731,3361,2894,2354,1800,1416,1956,55203,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2016,,NAO_IDENTIFICADO,Ignorado,Ignorado,masculino,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2016.csv
2017,Mooca,MOOCA,Água Rasa,Agua_Rasa,masculino,2051,2222,2185,2254,2769,3123,3179,3187,3143,2709,2753,2648,2228,1716,1378,2288,39833,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2017.csv
2017,Pinheiros,PINHEIROS,Alto de Pinheiros,Alto_de_Pinheiros,masculino,690,836,894,913,1187,1335,1264,1354,1370,1211,1315,1272,1163,989,859,1604,18256,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2017.csv
2017,Perus,PERUS,Anhanguera,Anhanguera,masculino,2208,2526,2845,3116,3621,3452,2879,2665,2767,2637,2223,1581,1068,650,365,314,34917,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2017.csv
2017,Aricanduva/Formosa/Carrão,ARICANDUVA_FORMOSA_CARRAO,Aricanduva,Aricanduva,masculino,2285,2625,2828,2968,3465,3612,3451,3265,3210,2973,2781,2456,2037,1589,1304,1839,42688,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2017.csv
2017,Penha,PENHA,Artur Alvim,Artur_Alvim,masculino,2575,2980,3160,3287,3876,4027,3989,3979,3780,3093,2863,2487,2100,1665,1325,1723,46909,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2017.csv
2017,Lapa,LAPA,Barra Funda,Barra_Funda,masculino,692,683,613,572,740,913,1011,1070,1040,814,695,652,571,452,347,546,11411,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2017.csv
2017,Sé,SE,Bela Vista,Bela_Vista,masculino,1556,1472,1254,1173,1572,2575,3546,3566,2955,2253,1981,1685,1434,1136,880,1295,30333,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2017.csv
2017,Mooca,MOOCA,Belém,Belem,masculino,1842,1723,1437,1325,1578,2029,2348,2299,2064,1605,1472,1308,1111,821,571,999,24532,populacao_seade-sp_2000a2024,populacao_seade-sp_2000a2024_masculino_2017.csv
