year,zone,subprefecture_name_original,subprefecture_name,district_name_original,district_name,population
2018,East_2,São Mateus,SAO_MATEUS,São Mateus,Sao_Mateus,156824
2018,East_2,São Miguel,SAO_MIGUEL,São Miguel,Sao_Miguel,86288
2018,East_2,São Mateus,SAO_MATEUS,São Rafael,Sao_Rafael,147462
2018,East_2,Itaim Paulista,ITAIM_PAULISTA,Vila Curuçá,Vila_Curuca,144754
2018,East_2,São Miguel,SAO_MIGUEL,Vila Jacuí,Vila_Jacui,137917
2018,North_1,Jaçanã/Tremembé,JACANA_TREMEMBE,Jaçanã,Jacana,90513
2018,North_1,Santana/Tucuruvi,SANTANA_TUCURUVI,Mandaqui,Mandaqui,106576
2018,North_1,Santana/Tucuruvi,SANTANA_TUCURUVI,Santana,Santana,118652
2018,North_1,Jaçanã/Tremembé,JACANA_TREMEMBE,Tremembé,Tremembe,198046
2018,North_1,Santana/Tucuruvi,SANTANA_TUCURUVI,Tucuruvi,Tucuruvi,100708
2018,North_1,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Guilherme,Vila_Guilherme,53871
2018,North_1,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Maria,Vila_Maria,110787
2018,North_1,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Medeiros,Vila_Medeiros,121373
2018,North_2,Perus,PERUS,Anhanguera,Anhanguera,72159
2018,North_2,Freguesia/Brasilândia,FREGUESIA_BRASILANDIA,Brasilândia,Brasilandia,252914
2018,North_2,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Cachoeirinha,Cachoeirinha,144996
2018,North_2,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Casa Verde,Casa_Verde,83450
2018,North_2,Freguesia/Brasilândia,FREGUESIA_BRASILANDIA,Freguesia do Ó,Freguesia_do_O,141140
2018,North_2,Pirituba/Jaraguá,PIRITUBA_JARAGUA,Jaraguá,Jaragua,203595
2018,North_2,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Limão,Limao,82885
2018,North_2,Perus,PERUS,Perus,Perus,85628
2018,North_2,Pirituba/Jaraguá,PIRITUBA_JARAGUA,Pirituba,Pirituba,177721
2018,North_2,Pirituba/Jaraguá,PIRITUBA_JARAGUA,São Domingos,Sao_Domingos,88534
2018,West,,NAO_IDENTIFICADO,OESTE,OESTE,1081167
2018,West,Pinheiros,PINHEIROS,Alto de Pinheiros,Alto_de_Pinheiros,40224
2018,West,Lapa,LAPA,Barra Funda,Barra_Funda,27062
2018,West,Butantã,BUTANTA,Butantã,Butanta,53352
2018,West,Pinheiros,PINHEIROS,Itaim Bibi,Itaim_Bibi,99248
2018,West,Lapa,LAPA,Jaguara,Jaguara,25028
2018,West,Lapa,LAPA,Jaguaré,Jaguare,53919
2018,West,Pinheiros,PINHEIROS,Jardim Paulista,Jardim_Paulista,85047
2018,West,Lapa,LAPA,Lapa,Lapa,73212
2018,West,Butantã,BUTANTA,Morumbi,Morumbi,45569
2018,West,Lapa,LAPA,Perdizes,Perdizes,106726
2018,West,Pinheiros,PINHEIROS,Pinheiros,Pinheiros,65923
2018,West,Butantã,BUTANTA,Raposo Tavares,Raposo_Tavares,112717
2018,West,Butantã,BUTANTA,Rio Pequeno,Rio_Pequeno,128544
2018,West,Lapa,LAPA,Vila Leopoldina,Vila_Leopoldina,44976
2018,West,Butantã,BUTANTA,Vila Sônia,Vila_Sonia,119620
2018,South_1,Ipiranga,IPIRANGA,Cursino,Cursino,106581
2018,South_1,Ipiranga,IPIRANGA,Ipiranga,Ipiranga,114406
2018,South_1,Jabaquara,JABAQUARA,Jabaquara,Jabaquara,220470
2018,South_1,Vila Mariana,VILA_MARIANA,Moema,Moema,83403
2018,South_1,Ipiranga,IPIRANGA,Sacomã,Sacoma,259190
2018,South_1,Vila Mariana,VILA_MARIANA,Saúde,Saude,130867
2018,South_1,Vila Mariana,VILA_MARIANA,Vila Mariana,Vila_Mariana,129950
2018,South_2,Santo Amaro,SANTO_AMARO,Campo Belo,Campo_Belo,70377
2018,South_2,Santo Amaro,SANTO_AMARO,Campo Grande,Campo_Grande,112128
2018,South_2,Campo Limpo,CAMPO_LIMPO,Campo Limpo,Campo_Limpo,229038
2018,South_2,Campo Limpo,CAMPO_LIMPO,Capão Redondo,Capao_Redondo,272163
2018,South_2,Cidade Ademar,CIDADE_ADEMAR,Cidade Ademar,Cidade_Ademar,257639
2018,South_2,Capela do Socorro,CAPELA_DO_SOCORRO,Cidade Dutra,Cidade_Dutra,188980
2018,South_2,Capela do Socorro,CAPELA_DO_SOCORRO,Grajaú,Grajau,378549
2018,South_2,M'Boi Mirim,M_BOI_MIRIM,Jardim Ângela,Jardim_Angela,307467
2018,South_2,M'Boi Mirim,M_BOI_MIRIM,Jardim São Luís,Jardim_Sao_Luis,263996
2018,South_2,Parelheiros,PARELHEIROS,Marsilac,Marsilac,10456
2018,South_2,Parelheiros,PARELHEIROS,Parelheiros,Parelheiros,146672
2018,South_2,Cidade Ademar,CIDADE_ADEMAR,Pedreira,Pedreira,157901
2018,South_2,Santo Amaro,SANTO_AMARO,Santo Amaro,Santo_Amaro,81779
2018,South_2,Capela do Socorro,CAPELA_DO_SOCORRO,Socorro,Socorro,38618
2018,South_2,Campo Limpo,CAMPO_LIMPO,Vila Andrade,Vila_Andrade,154637
2019,Downtown,Sé,SE,Bela Vista,Bela_Vista,62934
2019,Downtown,Sé,SE,Bom Retiro,Bom_Retiro,33759
2019,Downtown,Sé,SE,Cambuci,Cambuci,43396
2019,Downtown,Sé,SE,Consolação,Consolacao,55131
2019,Downtown,Sé,SE,Liberdade,Liberdade,67637
2019,Downtown,Sé,SE,República,Republica,60229
2019,Downtown,Sé,SE,Santa Cecília,Santa_Cecilia,82339
2019,Downtown,Sé,SE,Sé,Se,24097
2019,East_1,Mooca,MOOCA,Água Rasa,Agua_Rasa,87128
2019,East_1,Aricanduva/Formosa/Carrão,ARICANDUVA_FORMOSA_CARRAO,Aricanduva,Aricanduva,90906
2019,East_1,Penha,PENHA,Artur Alvim,Artur_Alvim,99514
2019,East_1,Mooca,MOOCA,Belém,Belem,53269
2019,East_1,Mooca,MOOCA,Brás,Bras,36351
2019,East_1,Penha,PENHA,Cangaíba,Cangaiba,141222
2019,East_1,Aricanduva/Formosa/Carrão,ARICANDUVA_FORMOSA_CARRAO,Carrão,Carrao,85625
2019,East_1,Mooca,MOOCA,Moóca,Mooca,80892
2019,East_1,Mooca,MOOCA,Pari,Pari,17391
2019,East_1,Penha,PENHA,Penha,Penha,133034
2019,East_1,Vila Prudente,VILA_PRUDENTE,São Lucas,Sao_Lucas,141202
2019,East_1,Sapopemba,SAPOPEMBA,Sapopemba,Sapopemba,274077
2019,East_1,Mooca,MOOCA,Tatuapé,Tatuape,98355
2019,East_1,Aricanduva/Formosa/Carrão,ARICANDUVA_FORMOSA_CARRAO,Vila Formosa,Vila_Formosa,94276
2019,East_1,Penha,PENHA,Vila Matilde,Vila_Matilde,105628
2019,East_1,Vila Prudente,VILA_PRUDENTE,Vila Prudente,Vila_Prudente,106637
2019,East_2,Itaquera,ITAQUERA,Cidade Líder,Cidade_Lider,135203
2019,East_2,Cidade Tiradentes,CIDADE_TIRADENTES,Cidade Tiradentes,Cidade_Tiradentes,199853
2019,East_2,Ermelino Matarazzo,ERMELINO_MATARAZZO,Ermelino Matarazzo,Ermelino_Matarazzo,113589
2019,East_2,Guaianases,GUAIANASES,Guaianases,Guaianases,108709
2019,East_2,São Mateus,SAO_MATEUS,Iguatemi,Iguatemi,144126
2019,East_2,Itaim Paulista,ITAIM_PAULISTA,Itaim Paulista,Itaim_Paulista,211648
2019,East_2,Itaquera,ITAQUERA,Itaquera,Itaquera,211411
2019,East_2,São Miguel,SAO_MIGUEL,Jardim Helena,Jardim_Helena,131634
2019,East_2,Itaquera,ITAQUERA,José Bonifácio,Jose_Bonifacio,128076
2019,East_2,Guaianases,GUAIANASES,Lajeado,Lajeado,165649
2019,East_2,Itaquera,ITAQUERA,Parque do Carmo,Parque_do_Carmo,73652
2019,East_2,Ermelino Matarazzo,ERMELINO_MATARAZZO,Ponte Rasa,Ponte_Rasa,92250
2019,East_2,São Mateus,SAO_MATEUS,São Mateus,Sao_Mateus,156870
2019,East_2,São Miguel,SAO_MIGUEL,São Miguel,Sao_Miguel,85185
2019,East_2,São Mateus,SAO_MATEUS,São Rafael,Sao_Rafael,147676
2019,East_2,Itaim Paulista,ITAIM_PAULISTA,Vila Curuçá,Vila_Curuca,144058
2019,East_2,São Miguel,SAO_MIGUEL,Vila Jacuí,Vila_Jacui,137253
2019,North_1,Jaçanã/Tremembé,JACANA_TREMEMBE,Jaçanã,Jacana,90015
2019,North_1,Santana/Tucuruvi,SANTANA_TUCURUVI,Mandaqui,Mandaqui,106219
2019,North_1,Santana/Tucuruvi,SANTANA_TUCURUVI,Santana,Santana,118481
2019,North_1,Jaçanã/Tremembé,JACANA_TREMEMBE,Tremembé,Tremembe,197810
2019,North_1,Santana/Tucuruvi,SANTANA_TUCURUVI,Tucuruvi,Tucuruvi,100888
2019,North_1,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Guilherme,Vila_Guilherme,53729
2019,North_1,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Maria,Vila_Maria,110362
2019,North_1,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Medeiros,Vila_Medeiros,120154
2019,North_2,Perus,PERUS,Anhanguera,Anhanguera,72973
2019,North_2,Freguesia/Brasilândia,FREGUESIA_BRASILANDIA,Brasilândia,Brasilandia,250868
2019,North_2,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Cachoeirinha,Cachoeirinha,144907
2019,North_2,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Casa Verde,Casa_Verde,82998
2019,North_2,Freguesia/Brasilândia,FREGUESIA_BRASILANDIA,Freguesia do Ó,Freguesia_do_O,140627
2019,North_2,Pirituba/Jaraguá,PIRITUBA_JARAGUA,Jaraguá,Jaragua,205775
2019,North_2,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Limão,Limao,82929
2019,North_2,Perus,PERUS,Perus,Perus,86140
2019,North_2,Pirituba/Jaraguá,PIRITUBA_JARAGUA,Pirituba,Pirituba,178575
2019,North_2,Pirituba/Jaraguá,PIRITUBA_JARAGUA,São Domingos,Sao_Domingos,88883
2019,West,,NAO_IDENTIFICADO,OESTE,OESTE,1087367
2019,West,Pinheiros,PINHEIROS,Alto de Pinheiros,Alto_de_Pinheiros,39787
2019,West,Lapa,LAPA,Barra Funda,Barra_Funda,28732
2019,West,Butantã,BUTANTA,Butantã,Butanta,53138
2019,West,Pinheiros,PINHEIROS,Itaim Bibi,Itaim_Bibi,100161
2019,West,Lapa,LAPA,Jaguara,Jaguara,25038
2019,West,Lapa,LAPA,Jaguaré,Jaguare,54408
2019,West,Pinheiros,PINHEIROS,Jardim Paulista,Jardim_Paulista,84605
2019,West,Lapa,LAPA,Lapa,Lapa,74160
2019,West,Butantã,BUTANTA,Morumbi,Morumbi,45257
2019,West,Lapa,LAPA,Perdizes,Perdizes,106079
2019,West,Pinheiros,PINHEIROS,Pinheiros,Pinheiros,66016
2019,West,Butantã,BUTANTA,Raposo Tavares,Raposo_Tavares,114082
2019,West,Butantã,BUTANTA,Rio Pequeno,Rio_Pequeno,129424
2019,West,Lapa,LAPA,Vila Leopoldina,Vila_Leopoldina,45617
2019,West,Butantã,BUTANTA,Vila Sônia,Vila_Sonia,120863
2019,South_1,Ipiranga,IPIRANGA,Cursino,Cursino,106105
2019,South_1,Ipiranga,IPIRANGA,Ipiranga,Ipiranga,115314
2019,South_1,Jabaquara,JABAQUARA,Jabaquara,Jabaquara,219734
2019,South_1,Vila Mariana,VILA_MARIANA,Moema,Moema,83385
2019,South_1,Ipiranga,IPIRANGA,Sacomã,Sacoma,260391
2019,South_1,Vila Mariana,VILA_MARIANA,Saúde,Saude,130911
2019,South_1,Vila Mariana,VILA_MARIANA,Vila Mariana,Vila_Mariana,129879
2019,South_2,Santo Amaro,SANTO_AMARO,Campo Belo,Campo_Belo,70883
2019,South_2,Santo Amaro,SANTO_AMARO,Campo Grande,Campo_Grande,113479
2019,South_2,Campo Limpo,CAMPO_LIMPO,Campo Limpo,Campo_Limpo,231145
2019,South_2,Campo Limpo,CAMPO_LIMPO,Capão Redondo,Capao_Redondo,272019
2019,South_2,Cidade Ademar,CIDADE_ADEMAR,Cidade Ademar,Cidade_Ademar,255909
2019,South_2,Capela do Socorro,CAPELA_DO_SOCORRO,Cidade Dutra,Cidade_Dutra,187704
2019,South_2,Capela do Socorro,CAPELA_DO_SOCORRO,Grajaú,Grajau,380427
2019,South_2,M'Boi Mirim,M_BOI_MIRIM,Jardim Ângela,Jardim_Angela,308661
2019,South_2,M'Boi Mirim,M_BOI_MIRIM,Jardim São Luís,Jardim_Sao_Luis,262997
2019,South_2,Parelheiros,PARELHEIROS,Marsilac,Marsilac,10728
2019,South_2,Parelheiros,PARELHEIROS,Parelheiros,Parelheiros,148538
2019,South_2,Cidade Ademar,CIDADE_ADEMAR,Pedreira,Pedreira,159427
2019,South_2,Santo Amaro,SANTO_AMARO,Santo Amaro,Santo_Amaro,83062
2019,South_2,Capela do Socorro,CAPELA_DO_SOCORRO,Socorro,Socorro,38673
2019,South_2,Campo Limpo,CAMPO_LIMPO,Vila Andrade,Vila_Andrade,158173
2020,Downtown,Sé,SE,Bela Vista,Bela_Vista,62051
2020,Downtown,Sé,SE,Bom Retiro,Bom_Retiro,33643
2020,Downtown,Sé,SE,Cambuci,Cambuci,44038
2020,Downtown,Sé,SE,Consolação,Consolacao,54708
2020,Downtown,Sé,SE,Liberdade,Liberdade,67248
2020,Downtown,Sé,SE,República,Republica,60441
2020,Downtown,Sé,SE,Santa Cecília,Santa_Cecilia,82078
2020,Downtown,Sé,SE,Sé,Se,23963
2020,East_1,Mooca,MOOCA,Água Rasa,Agua_Rasa,87131
2020,East_1,Aricanduva/Formosa/Carrão,ARICANDUVA_FORMOSA_CARRAO,Aricanduva,Aricanduva,90822
2020,East_1,Penha,PENHA,Artur Alvim,Artur_Alvim,98592
2020,East_1,Mooca,MOOCA,Belém,Belem,54090
2020,East_1,Mooca,MOOCA,Brás,Bras,37050
2020,East_1,Penha,PENHA,Cangaíba,Cangaiba,141391
2020,East_1,Aricanduva/Formosa/Carrão,ARICANDUVA_FORMOSA_CARRAO,Carrão,Carrao,85619
2020,East_1,Mooca,MOOCA,Moóca,Mooca,81189
2020,East_1,Mooca,MOOCA,Pari,Pari,17378
2020,East_1,Penha,PENHA,Penha,Penha,133304
2020,East_1,Vila Prudente,VILA_PRUDENTE,São Lucas,Sao_Lucas,140730
2020,East_1,Sapopemba,SAPOPEMBA,Sapopemba,Sapopemba,271964
2020,East_1,Mooca,MOOCA,Tatuapé,Tatuape,98946
2020,East_1,Aricanduva/Formosa/Carrão,ARICANDUVA_FORMOSA_CARRAO,Vila Formosa,Vila_Formosa,94005
2020,East_1,Penha,PENHA,Vila Matilde,Vila_Matilde,105373
2020,East_1,Vila Prudente,VILA_PRUDENTE,Vila Prudente,Vila_Prudente,106664
2020,East_2,Itaquera,ITAQUERA,Cidade Líder,Cidade_Lider,135824
2020,East_2,Cidade Tiradentes,CIDADE_TIRADENTES,Cidade Tiradentes,Cidade_Tiradentes,197970
2020,East_2,Ermelino Matarazzo,ERMELINO_MATARAZZO,Ermelino Matarazzo,Ermelino_Matarazzo,113217
2020,East_2,Guaianases,GUAIANASES,Guaianases,Guaianases,108950
2020,East_2,São Mateus,SAO_MATEUS,Iguatemi,Iguatemi,145745
2020,East_2,Itaim Paulista,ITAIM_PAULISTA,Itaim Paulista,Itaim_Paulista,209685
2020,East_2,Itaquera,ITAQUERA,Itaquera,Itaquera,211440
2020,East_2,São Miguel,SAO_MIGUEL,Jardim Helena,Jardim_Helena,130874
2020,East_2,Itaquera,ITAQUERA,José Bonifácio,Jose_Bonifacio,128315
2020,East_2,Guaianases,GUAIANASES,Lajeado,Lajeado,165158
2020,East_2,Itaquera,ITAQUERA,Parque do Carmo,Parque_do_Carmo,73998
2020,East_2,Ermelino Matarazzo,ERMELINO_MATARAZZO,Ponte Rasa,Ponte_Rasa,91764
2020,East_2,São Mateus,SAO_MATEUS,São Mateus,Sao_Mateus,156649
2020,East_2,São Miguel,SAO_MIGUEL,São Miguel,Sao_Miguel,83916
2020,East_2,São Mateus,SAO_MATEUS,São Rafael,Sao_Rafael,147839
2020,East_2,Itaim Paulista,ITAIM_PAULISTA,Vila Curuçá,Vila_Curuca,143104
2020,East_2,São Miguel,SAO_MIGUEL,Vila Jacuí,Vila_Jacui,136439
2020,North_1,Jaçanã/Tremembé,JACANA_TREMEMBE,Jaçanã,Jacana,89373
2020,North_1,Santana/Tucuruvi,SANTANA_TUCURUVI,Mandaqui,Mandaqui,105726
2020,North_1,Santana/Tucuruvi,SANTANA_TUCURUVI,Santana,Santana,118092
2020,North_1,Jaçanã/Tremembé,JACANA_TREMEMBE,Tremembé,Tremembe,197345
2020,North_1,Santana/Tucuruvi,SANTANA_TUCURUVI,Tucuruvi,Tucuruvi,100909
2020,North_1,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Guilherme,Vila_Guilherme,53500
2020,North_1,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Maria,Vila_Maria,109841
2020,North_1,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Medeiros,Vila_Medeiros,118765
2020,North_2,Perus,PERUS,Anhanguera,Anhanguera,73658
2020,North_2,Freguesia/Brasilândia,FREGUESIA_BRASILANDIA,Brasilândia,Brasilandia,248298
2020,North_2,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Cachoeirinha,Cachoeirinha,144508
2020,North_2,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Casa Verde,Casa_Verde,82404
2020,North_2,Freguesia/Brasilândia,FREGUESIA_BRASILANDIA,Freguesia do Ó,Freguesia_do_O,139862
2020,North_2,Pirituba/Jaraguá,PIRITUBA_JARAGUA,Jaraguá,Jaragua,207658
2020,North_2,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Limão,Limao,82847
2020,North_2,Perus,PERUS,Perus,Perus,86580
2020,North_2,Pirituba/Jaraguá,PIRITUBA_JARAGUA,Pirituba,Pirituba,179287
2020,North_2,Pirituba/Jaraguá,PIRITUBA_JARAGUA,São Domingos,Sao_Domingos,89108
2020,West,,NAO_IDENTIFICADO,OESTE,OESTE,1092200
2020,West,Pinheiros,PINHEIROS,Alto de Pinheiros,Alto_de_Pinheiros,39295
2020,West,Lapa,LAPA,Barra Funda,Barra_Funda,30377
2020,West,Butantã,BUTANTA,Butantã,Butanta,52904
2020,West,Pinheiros,PINHEIROS,Itaim Bibi,Itaim_Bibi,100992
2020,West,Lapa,LAPA,Jaguara,Jaguara,25019
2020,West,Lapa,LAPA,Jaguaré,Jaguare,54807
2020,West,Pinheiros,PINHEIROS,Jardim Paulista,Jardim_Paulista,84053
2020,West,Lapa,LAPA,Lapa,Lapa,75048
2020,West,Butantã,BUTANTA,Morumbi,Morumbi,44855
2020,West,Lapa,LAPA,Perdizes,Perdizes,105333
2020,West,Pinheiros,PINHEIROS,Pinheiros,Pinheiros,66045
2020,West,Butantã,BUTANTA,Raposo Tavares,Raposo_Tavares,115258
2020,West,Butantã,BUTANTA,Rio Pequeno,Rio_Pequeno,130110
2020,West,Lapa,LAPA,Vila Leopoldina,Vila_Leopoldina,46131
2020,West,Butantã,BUTANTA,Vila Sônia,Vila_Sonia,121973
2020,South_1,Ipiranga,IPIRANGA,Cursino,Cursino,105535
2020,South_1,Ipiranga,IPIRANGA,Ipiranga,Ipiranga,116051
2020,South_1,Jabaquara,JABAQUARA,Jabaquara,Jabaquara,218612
2020,South_1,Vila Mariana,VILA_MARIANA,Moema,Moema,83272
2020,South_1,Ipiranga,IPIRANGA,Sacomã,Sacoma,261159
2020,South_1,Vila Mariana,VILA_MARIANA,Saúde,Saude,130767
2020,South_1,Vila Mariana,VILA_MARIANA,Vila Mariana,Vila_Mariana,129597
2020,South_2,Santo Amaro,SANTO_AMARO,Campo Belo,Campo_Belo,71323
2020,South_2,Santo Amaro,SANTO_AMARO,Campo Grande,Campo_Grande,114723
2020,South_2,Campo Limpo,CAMPO_LIMPO,Campo Limpo,Campo_Limpo,232854
2020,South_2,Campo Limpo,CAMPO_LIMPO,Capão Redondo,Capao_Redondo,271460
2020,South_2,Cidade Ademar,CIDADE_ADEMAR,Cidade Ademar,Cidade_Ademar,253795
2020,South_2,Capela do Socorro,CAPELA_DO_SOCORRO,Cidade Dutra,Cidade_Dutra,186243
2020,South_2,Capela do Socorro,CAPELA_DO_SOCORRO,Grajaú,Grajau,381606
2020,South_2,M'Boi Mirim,M_BOI_MIRIM,Jardim Ângela,Jardim_Angela,309291
2020,South_2,M'Boi Mirim,M_BOI_MIRIM,Jardim São Luís,Jardim_Sao_Luis,261699
2020,South_2,Parelheiros,PARELHEIROS,Marsilac,Marsilac,11002
2020,South_2,Parelheiros,PARELHEIROS,Parelheiros,Parelheiros,150067
2020,South_2,Cidade Ademar,CIDADE_ADEMAR,Pedreira,Pedreira,160845
2020,South_2,Santo Amaro,SANTO_AMARO,Santo Amaro,Santo_Amaro,84254
2020,South_2,Capela do Socorro,CAPELA_DO_SOCORRO,Socorro,Socorro,38672
2020,South_2,Campo Limpo,CAMPO_LIMPO,Vila Andrade,Vila_Andrade,161507
2021,Downtown,Sé,SE,Bela Vista,Bela_Vista,61156
2021,Downtown,Sé,SE,Bom Retiro,Bom_Retiro,33509
2021,Downtown,Sé,SE,Cambuci,Cambuci,44634
2021,Downtown,Sé,SE,Consolação,Consolacao,54271
2021,Downtown,Sé,SE,Liberdade,Liberdade,66820
2021,Downtown,Sé,SE,República,Republica,60624
2021,Downtown,Sé,SE,Santa Cecília,Santa_Cecilia,81743
2021,Downtown,Sé,SE,Sé,Se,23805
2021,East_1,Mooca,MOOCA,Água Rasa,Agua_Rasa,86851
2021,East_1,Aricanduva/Formosa/Carrão,ARICANDUVA_FORMOSA_CARRAO,Aricanduva,Aricanduva,90497
2021,East_1,Penha,PENHA,Artur Alvim,Artur_Alvim,97306
2021,East_1,Mooca,MOOCA,Belém,Belem,54870
2021,East_1,Mooca,MOOCA,Brás,Bras,37741
2021,East_1,Penha,PENHA,Cangaíba,Cangaiba,141319
2021,East_1,Aricanduva/Formosa/Carrão,ARICANDUVA_FORMOSA_CARRAO,Carrão,Carrao,85358
2021,East_1,Mooca,MOOCA,Moóca,Mooca,81302
2021,East_1,Mooca,MOOCA,Pari,Pari,17344
2021,East_1,Penha,PENHA,Penha,Penha,133268
2021,East_1,Vila Prudente,VILA_PRUDENTE,São Lucas,Sao_Lucas,139791
2021,East_1,Sapopemba,SAPOPEMBA,Sapopemba,Sapopemba,269198
2021,East_1,Mooca,MOOCA,Tatuapé,Tatuape,99221
2021,East_1,Aricanduva/Formosa/Carrão,ARICANDUVA_FORMOSA_CARRAO,Vila Formosa,Vila_Formosa,93483
2021,East_1,Penha,PENHA,Vila Matilde,Vila_Matilde,104739
2021,East_1,Vila Prudente,VILA_PRUDENTE,Vila Prudente,Vila_Prudente,106520
2021,East_2,Itaquera,ITAQUERA,Cidade Líder,Cidade_Lider,136082
2021,East_2,Cidade Tiradentes,CIDADE_TIRADENTES,Cidade Tiradentes,Cidade_Tiradentes,195449
2021,East_2,Ermelino Matarazzo,ERMELINO_MATARAZZO,Ermelino Matarazzo,Ermelino_Matarazzo,112605
2021,East_2,Guaianases,GUAIANASES,Guaianases,Guaianases,108873
2021,East_2,São Mateus,SAO_MATEUS,Iguatemi,Iguatemi,147083
2021,East_2,Itaim Paulista,ITAIM_PAULISTA,Itaim Paulista,Itaim_Paulista,207111
2021,East_2,Itaquera,ITAQUERA,Itaquera,Itaquera,211000
2021,East_2,São Miguel,SAO_MIGUEL,Jardim Helena,Jardim_Helena,129798
2021,East_2,Itaquera,ITAQUERA,José Bonifácio,Jose_Bonifacio,128217
2021,East_2,Guaianases,GUAIANASES,Lajeado,Lajeado,164243
2021,East_2,Itaquera,ITAQUERA,Parque do Carmo,Parque_do_Carmo,74263
2021,East_2,Ermelino Matarazzo,ERMELINO_MATARAZZO,Ponte Rasa,Ponte_Rasa,91039
2021,East_2,São Mateus,SAO_MATEUS,São Mateus,Sao_Mateus,156109
2021,East_2,São Miguel,SAO_MIGUEL,São Miguel,Sao_Miguel,82405
2021,East_2,São Mateus,SAO_MATEUS,São Rafael,Sao_Rafael,147691
2021,East_2,Itaim Paulista,ITAIM_PAULISTA,Vila Curuçá,Vila_Curuca,141728
2021,East_2,São Miguel,SAO_MIGUEL,Vila Jacuí,Vila_Jacui,135258
2021,North_1,Jaçanã/Tremembé,JACANA_TREMEMBE,Jaçanã,Jacana,88462
2021,North_1,Santana/Tucuruvi,SANTANA_TUCURUVI,Mandaqui,Mandaqui,104934
2021,North_1,Santana/Tucuruvi,SANTANA_TUCURUVI,Santana,Santana,117501
2021,North_1,Jaçanã/Tremembé,JACANA_TREMEMBE,Tremembé,Tremembe,196566
2021,North_1,Santana/Tucuruvi,SANTANA_TUCURUVI,Tucuruvi,Tucuruvi,100702
2021,North_1,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Guilherme,Vila_Guilherme,53130
2021,North_1,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Maria,Vila_Maria,109169
2021,North_1,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Medeiros,Vila_Medeiros,117074
2021,North_2,Perus,PERUS,Anhanguera,Anhanguera,74140
2021,North_2,Freguesia/Brasilândia,FREGUESIA_BRASILANDIA,Brasilândia,Brasilandia,245109
2021,North_2,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Cachoeirinha,Cachoeirinha,143774
2021,North_2,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Casa Verde,Casa_Verde,81620
2021,North_2,Freguesia/Brasilândia,FREGUESIA_BRASILANDIA,Freguesia do Ó,Freguesia_do_O,138806
2021,North_2,Pirituba/Jaraguá,PIRITUBA_JARAGUA,Jaraguá,Jaragua,209034
2021,North_2,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Limão,Limao,82653
2021,North_2,Perus,PERUS,Perus,Perus,86859
2021,North_2,Pirituba/Jaraguá,PIRITUBA_JARAGUA,Pirituba,Pirituba,179690
2021,North_2,Pirituba/Jaraguá,PIRITUBA_JARAGUA,São Domingos,Sao_Domingos,89107
2021,West,,NAO_IDENTIFICADO,OESTE,OESTE,1095325
2021,West,Pinheiros,PINHEIROS,Alto de Pinheiros,Alto_de_Pinheiros,38676
2021,West,Lapa,LAPA,Barra Funda,Barra_Funda,31985
2021,West,Butantã,BUTANTA,Butantã,Butanta,52577
2021,West,Pinheiros,PINHEIROS,Itaim Bibi,Itaim_Bibi,101717
2021,West,Lapa,LAPA,Jaguara,Jaguara,24955
2021,West,Lapa,LAPA,Jaguaré,Jaguare,55104
2021,West,Pinheiros,PINHEIROS,Jardim Paulista,Jardim_Paulista,83480
2021,West,Lapa,LAPA,Lapa,Lapa,75727
2021,West,Butantã,BUTANTA,Morumbi,Morumbi,44324
2021,West,Lapa,LAPA,Perdizes,Perdizes,104447
2021,West,Pinheiros,PINHEIROS,Pinheiros,Pinheiros,66007
