year,zone,subprefecture_name_original,subprefecture_name,district_name_original,district_name,population
2021,West,Butantã,BUTANTA,Raposo Tavares,Raposo_Tavares,116245
2021,West,Butantã,BUTANTA,Rio Pequeno,Rio_Pequeno,130709
2021,West,Lapa,LAPA,Vila Leopoldina,Vila_Leopoldina,46504
2021,West,Butantã,BUTANTA,Vila Sônia,Vila_Sonia,122868
2021,South_1,Ipiranga,IPIRANGA,Cursino,Cursino,104726
2021,South_1,Ipiranga,IPIRANGA,Ipiranga,Ipiranga,116503
2021,South_1,Jabaquara,JABAQUARA,Jabaquara,Jabaquara,217009
2021,South_1,Vila Mariana,VILA_MARIANA,Moema,Moema,83045
2021,South_1,Ipiranga,IPIRANGA,Sacomã,Sacoma,261413
2021,South_1,Vila Mariana,VILA_MARIANA,Saúde,Saude,130338
2021,South_1,Vila Mariana,VILA_MARIANA,Vila Mariana,Vila_Mariana,129186
2021,South_2,Santo Amaro,SANTO_AMARO,Campo Belo,Campo_Belo,71599
2021,South_2,Santo Amaro,SANTO_AMARO,Campo Grande,Campo_Grande,115613
2021,South_2,Campo Limpo,CAMPO_LIMPO,Campo Limpo,Campo_Limpo,234034
2021,South_2,Campo Limpo,CAMPO_LIMPO,Capão Redondo,Capao_Redondo,270467
2021,South_2,Cidade Ademar,CIDADE_ADEMAR,Cidade Ademar,Cidade_Ademar,251066
2021,South_2,Capela do Socorro,CAPELA_DO_SOCORRO,Cidade Dutra,Cidade_Dutra,184334
2021,South_2,Capela do Socorro,CAPELA_DO_SOCORRO,Grajaú,Grajau,381813
2021,South_2,M'Boi Mirim,M_BOI_MIRIM,Jardim Ângela,Jardim_Angela,309155
2021,South_2,M'Boi Mirim,M_BOI_MIRIM,Jardim São Luís,Jardim_Sao_Luis,260066
2021,South_2,Parelheiros,PARELHEIROS,Marsilac,Marsilac,11224
2021,South_2,Parelheiros,PARELHEIROS,Parelheiros,Parelheiros,151159
2021,South_2,Cidade Ademar,CIDADE_ADEMAR,Pedreira,Pedreira,161904
2021,South_2,Santo Amaro,SANTO_AMARO,Santo Amaro,Santo_Amaro,85238
2021,South_2,Capela do Socorro,CAPELA_DO_SOCORRO,Socorro,Socorro,38550
2021,South_2,Campo Limpo,CAMPO_LIMPO,Vila Andrade,Vila_Andrade,164479
2022,Downtown,Sé,SE,Bela Vista,Bela_Vista,60277
2022,Downtown,Sé,SE,Bom Retiro,Bom_Retiro,33418
2022,Downtown,Sé,SE,Cambuci,Cambuci,45259
2022,Downtown,Sé,SE,Consolação,Consolacao,53924
2022,Downtown,Sé,SE,Liberdade,Liberdade,66435
2022,Downtown,Sé,SE,República,Republica,60718
2022,Downtown,Sé,SE,Santa Cecília,Santa_Cecilia,81437
2022,Downtown,Sé,SE,Sé,Se,23629
2022,East_1,Mooca,MOOCA,Água Rasa,Agua_Rasa,86504
2022,East_1,Aricanduva/Formosa/Carrão,ARICANDUVA_FORMOSA_CARRAO,Aricanduva,Aricanduva,89998
2022,East_1,Penha,PENHA,Artur Alvim,Artur_Alvim,95947
2022,East_1,Mooca,MOOCA,Belém,Belem,55555
2022,East_1,Mooca,MOOCA,Brás,Bras,38400
2022,East_1,Penha,PENHA,Cangaíba,Cangaiba,141052
2022,East_1,Aricanduva/Formosa/Carrão,ARICANDUVA_FORMOSA_CARRAO,Carrão,Carrao,85122
2022,East_1,Mooca,MOOCA,Moóca,Mooca,81423
2022,East_1,Mooca,MOOCA,Pari,Pari,17326
2022,East_1,Penha,PENHA,Penha,Penha,133179
2022,East_1,Vila Prudente,VILA_PRUDENTE,São Lucas,Sao_Lucas,138814
2022,East_1,Sapopemba,SAPOPEMBA,Sapopemba,Sapopemba,266379
2022,East_1,Mooca,MOOCA,Tatuapé,Tatuape,99506
2022,East_1,Aricanduva/Formosa/Carrão,ARICANDUVA_FORMOSA_CARRAO,Vila Formosa,Vila_Formosa,92885
2022,East_1,Penha,PENHA,Vila Matilde,Vila_Matilde,104088
2022,East_1,Vila Prudente,VILA_PRUDENTE,Vila Prudente,Vila_Prudente,106347
2022,East_2,Itaquera,ITAQUERA,Cidade Líder,Cidade_Lider,136309
2022,East_2,Cidade Tiradentes,CIDADE_TIRADENTES,Cidade Tiradentes,Cidade_Tiradentes,193109
2022,East_2,Ermelino Matarazzo,ERMELINO_MATARAZZO,Ermelino Matarazzo,Ermelino_Matarazzo,112073
2022,East_2,Guaianases,GUAIANASES,Guaianases,Guaianases,108645
2022,East_2,São Mateus,SAO_MATEUS,Iguatemi,Iguatemi,148463
2022,East_2,Itaim Paulista,ITAIM_PAULISTA,Itaim Paulista,Itaim_Paulista,204458
2022,East_2,Itaquera,ITAQUERA,Itaquera,Itaquera,210406
2022,East_2,São Miguel,SAO_MIGUEL,Jardim Helena,Jardim_Helena,128564
2022,East_2,Itaquera,ITAQUERA,José Bonifácio,Jose_Bonifacio,128201
2022,East_2,Guaianases,GUAIANASES,Lajeado,Lajeado,163323
2022,East_2,Itaquera,ITAQUERA,Parque do Carmo,Parque_do_Carmo,74416
2022,East_2,Ermelino Matarazzo,ERMELINO_MATARAZZO,Ponte Rasa,Ponte_Rasa,90198
2022,East_2,São Mateus,SAO_MATEUS,São Mateus,Sao_Mateus,155467
2022,East_2,São Miguel,SAO_MIGUEL,São Miguel,Sao_Miguel,80808
2022,East_2,São Mateus,SAO_MATEUS,São Rafael,Sao_Rafael,147603
2022,East_2,Itaim Paulista,ITAIM_PAULISTA,Vila Curuçá,Vila_Curuca,140360
2022,East_2,São Miguel,SAO_MIGUEL,Vila Jacuí,Vila_Jacui,134048
2022,North_1,Jaçanã/Tremembé,JACANA_TREMEMBE,Jaçanã,Jacana,87497
2022,North_1,Santana/Tucuruvi,SANTANA_TUCURUVI,Mandaqui,Mandaqui,104152
2022,North_1,Santana/Tucuruvi,SANTANA_TUCURUVI,Santana,Santana,116831
2022,North_1,Jaçanã/Tremembé,JACANA_TREMEMBE,Tremembé,Tremembe,195955
2022,North_1,Santana/Tucuruvi,SANTANA_TUCURUVI,Tucuruvi,Tucuruvi,100460
2022,North_1,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Guilherme,Vila_Guilherme,52764
2022,North_1,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Maria,Vila_Maria,108403
2022,North_1,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Medeiros,Vila_Medeiros,115273
2022,North_2,Perus,PERUS,Anhanguera,Anhanguera,74860
2022,North_2,Freguesia/Brasilândia,FREGUESIA_BRASILANDIA,Brasilândia,Brasilandia,241824
2022,North_2,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Cachoeirinha,Cachoeirinha,142761
2022,North_2,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Casa Verde,Casa_Verde,80827
2022,North_2,Freguesia/Brasilândia,FREGUESIA_BRASILANDIA,Freguesia do Ó,Freguesia_do_O,137618
2022,North_2,Pirituba/Jaraguá,PIRITUBA_JARAGUA,Jaraguá,Jaragua,210373
2022,North_2,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Limão,Limao,82341
2022,North_2,Perus,PERUS,Perus,Perus,87066
2022,North_2,Pirituba/Jaraguá,PIRITUBA_JARAGUA,Pirituba,Pirituba,179888
2022,North_2,Pirituba/Jaraguá,PIRITUBA_JARAGUA,São Domingos,Sao_Domingos,89063
2022,West,,NAO_IDENTIFICADO,OESTE,OESTE,1097765
2022,West,Pinheiros,PINHEIROS,Alto de Pinheiros,Alto_de_Pinheiros,38068
2022,West,Lapa,LAPA,Barra Funda,Barra_Funda,33377
2022,West,Butantã,BUTANTA,Butantã,Butanta,52168
2022,West,Pinheiros,PINHEIROS,Itaim Bibi,Itaim_Bibi,102374
2022,West,Lapa,LAPA,Jaguara,Jaguara,24869
2022,West,Lapa,LAPA,Jaguaré,Jaguare,55349
2022,West,Pinheiros,PINHEIROS,Jardim Paulista,Jardim_Paulista,82957
2022,West,Lapa,LAPA,Lapa,Lapa,76310
2022,West,Butantã,BUTANTA,Morumbi,Morumbi,43857
2022,West,Lapa,LAPA,Perdizes,Perdizes,103602
2022,West,Pinheiros,PINHEIROS,Pinheiros,Pinheiros,65995
2022,West,Butantã,BUTANTA,Raposo Tavares,Raposo_Tavares,117108
2022,West,Butantã,BUTANTA,Rio Pequeno,Rio_Pequeno,131069
2022,West,Lapa,LAPA,Vila Leopoldina,Vila_Leopoldina,46961
2022,West,Butantã,BUTANTA,Vila Sônia,Vila_Sonia,123701
2022,South_1,Ipiranga,IPIRANGA,Cursino,Cursino,103813
2022,South_1,Ipiranga,IPIRANGA,Ipiranga,Ipiranga,116842
2022,South_1,Jabaquara,JABAQUARA,Jabaquara,Jabaquara,215352
2022,South_1,Vila Mariana,VILA_MARIANA,Moema,Moema,82918
2022,South_1,Ipiranga,IPIRANGA,Sacomã,Sacoma,261577
2022,South_1,Vila Mariana,VILA_MARIANA,Saúde,Saude,129881
2022,South_1,Vila Mariana,VILA_MARIANA,Vila Mariana,Vila_Mariana,128746
2022,South_2,Santo Amaro,SANTO_AMARO,Campo Belo,Campo_Belo,71779
2022,South_2,Santo Amaro,SANTO_AMARO,Campo Grande,Campo_Grande,116404
2022,South_2,Campo Limpo,CAMPO_LIMPO,Campo Limpo,Campo_Limpo,235049
2022,South_2,Campo Limpo,CAMPO_LIMPO,Capão Redondo,Capao_Redondo,269299
2022,South_2,Cidade Ademar,CIDADE_ADEMAR,Cidade Ademar,Cidade_Ademar,248360
2022,South_2,Capela do Socorro,CAPELA_DO_SOCORRO,Cidade Dutra,Cidade_Dutra,182224
2022,South_2,Capela do Socorro,CAPELA_DO_SOCORRO,Grajaú,Grajau,382371
2022,South_2,M'Boi Mirim,M_BOI_MIRIM,Jardim Ângela,Jardim_Angela,309046
2022,South_2,M'Boi Mirim,M_BOI_MIRIM,Jardim São Luís,Jardim_Sao_Luis,258268
2022,South_2,Parelheiros,PARELHEIROS,Marsilac,Marsilac,11422
2022,South_2,Parelheiros,PARELHEIROS,Parelheiros,Parelheiros,152299
2022,South_2,Cidade Ademar,CIDADE_ADEMAR,Pedreira,Pedreira,162853
2022,South_2,Santo Amaro,SANTO_AMARO,Santo Amaro,Santo_Amaro,86227
2022,South_2,Capela do Socorro,CAPELA_DO_SOCORRO,Socorro,Socorro,38360
2022,South_2,Campo Limpo,CAMPO_LIMPO,Vila Andrade,Vila_Andrade,167725
2023,Downtown,Sé,SE,Bela Vista,Bela_Vista,59438
2023,Downtown,Sé,SE,Bom Retiro,Bom_Retiro,33322
2023,Downtown,Sé,SE,Cambuci,Cambuci,45896
2023,Downtown,Sé,SE,Consolação,Consolacao,53610
2023,Downtown,Sé,SE,Liberdade,Liberdade,65975
2023,Downtown,Sé,SE,República,Republica,60916
2023,Downtown,Sé,SE,Santa Cecília,Santa_Cecilia,81170
2023,Downtown,Sé,SE,Sé,Se,23440
2023,East_1,Mooca,MOOCA,Água Rasa,Agua_Rasa,86297
2023,East_1,Aricanduva/Formosa/Carrão,ARICANDUVA_FORMOSA_CARRAO,Aricanduva,Aricanduva,89773
2023,East_1,Penha,PENHA,Artur Alvim,Artur_Alvim,94840
2023,East_1,Mooca,MOOCA,Belém,Belem,56454
2023,East_1,Mooca,MOOCA,Brás,Bras,39149
2023,East_1,Penha,PENHA,Cangaíba,Cangaiba,141015
2023,East_1,Aricanduva/Formosa/Carrão,ARICANDUVA_FORMOSA_CARRAO,Carrão,Carrao,84992
2023,East_1,Mooca,MOOCA,Moóca,Mooca,81592
2023,East_1,Mooca,MOOCA,Pari,Pari,17332
2023,East_1,Penha,PENHA,Penha,Penha,133403
2023,East_1,Vila Prudente,VILA_PRUDENTE,São Lucas,Sao_Lucas,138079
2023,East_1,Sapopemba,SAPOPEMBA,Sapopemba,Sapopemba,263773
2023,East_1,Mooca,MOOCA,Tatuapé,Tatuape,100093
2023,East_1,Aricanduva/Formosa/Carrão,ARICANDUVA_FORMOSA_CARRAO,Vila Formosa,Vila_Formosa,92513
2023,East_1,Penha,PENHA,Vila Matilde,Vila_Matilde,103610
2023,East_1,Vila Prudente,VILA_PRUDENTE,Vila Prudente,Vila_Prudente,106313
2023,East_2,Itaquera,ITAQUERA,Cidade Líder,Cidade_Lider,136634
2023,East_2,Cidade Tiradentes,CIDADE_TIRADENTES,Cidade Tiradentes,Cidade_Tiradentes,190611
2023,East_2,Ermelino Matarazzo,ERMELINO_MATARAZZO,Ermelino Matarazzo,Ermelino_Matarazzo,111626
2023,East_2,Guaianases,GUAIANASES,Guaianases,Guaianases,108529
2023,East_2,São Mateus,SAO_MATEUS,Iguatemi,Iguatemi,149914
2023,East_2,Itaim Paulista,ITAIM_PAULISTA,Itaim Paulista,Itaim_Paulista,201834
2023,East_2,Itaquera,ITAQUERA,Itaquera,Itaquera,210141
2023,East_2,São Miguel,SAO_MIGUEL,Jardim Helena,Jardim_Helena,127524
2023,East_2,Itaquera,ITAQUERA,José Bonifácio,Jose_Bonifacio,128404
2023,East_2,Guaianases,GUAIANASES,Lajeado,Lajeado,162474
2023,East_2,Itaquera,ITAQUERA,Parque do Carmo,Parque_do_Carmo,74668
2023,East_2,Ermelino Matarazzo,ERMELINO_MATARAZZO,Ponte Rasa,Ponte_Rasa,89441
2023,East_2,São Mateus,SAO_MATEUS,São Mateus,Sao_Mateus,155101
2023,East_2,São Miguel,SAO_MIGUEL,São Miguel,Sao_Miguel,79411
2023,East_2,São Mateus,SAO_MATEUS,São Rafael,Sao_Rafael,147465
2023,East_2,Itaim Paulista,ITAIM_PAULISTA,Vila Curuçá,Vila_Curuca,139084
2023,East_2,São Miguel,SAO_MIGUEL,Vila Jacuí,Vila_Jacui,133074
2023,North_1,Jaçanã/Tremembé,JACANA_TREMEMBE,Jaçanã,Jacana,86601
2023,North_1,Santana/Tucuruvi,SANTANA_TUCURUVI,Mandaqui,Mandaqui,103526
2023,North_1,Santana/Tucuruvi,SANTANA_TUCURUVI,Santana,Santana,116425
2023,North_1,Jaçanã/Tremembé,JACANA_TREMEMBE,Tremembé,Tremembe,195227
2023,North_1,Santana/Tucuruvi,SANTANA_TUCURUVI,Tucuruvi,Tucuruvi,100403
2023,North_1,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Guilherme,Vila_Guilherme,52470
2023,North_1,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Maria,Vila_Maria,107669
2023,North_1,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Medeiros,Vila_Medeiros,113631
2023,North_2,Perus,PERUS,Anhanguera,Anhanguera,75428
2023,North_2,Freguesia/Brasilândia,FREGUESIA_BRASILANDIA,Brasilândia,Brasilandia,238405
2023,North_2,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Cachoeirinha,Cachoeirinha,141982
2023,North_2,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Casa Verde,Casa_Verde,80147
2023,North_2,Freguesia/Brasilândia,FREGUESIA_BRASILANDIA,Freguesia do Ó,Freguesia_do_O,136698
2023,North_2,Pirituba/Jaraguá,PIRITUBA_JARAGUA,Jaraguá,Jaragua,211913
2023,North_2,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Limão,Limao,82257
2023,North_2,Perus,PERUS,Perus,Perus,87323
2023,North_2,Pirituba/Jaraguá,PIRITUBA_JARAGUA,Pirituba,Pirituba,180504
2023,North_2,Pirituba/Jaraguá,PIRITUBA_JARAGUA,São Domingos,Sao_Domingos,89199
2023,West,,NAO_IDENTIFICADO,OESTE,OESTE,1101172
2023,West,Pinheiros,PINHEIROS,Alto de Pinheiros,Alto_de_Pinheiros,37532
2023,West,Lapa,LAPA,Barra Funda,Barra_Funda,34965
2023,West,Butantã,BUTANTA,Butantã,Butanta,51776
2023,West,Pinheiros,PINHEIROS,Itaim Bibi,Itaim_Bibi,103131
2023,West,Lapa,LAPA,Jaguara,Jaguara,24796
2023,West,Lapa,LAPA,Jaguaré,Jaguare,55622
2023,West,Pinheiros,PINHEIROS,Jardim Paulista,Jardim_Paulista,82430
2023,West,Lapa,LAPA,Lapa,Lapa,77046
2023,West,Butantã,BUTANTA,Morumbi,Morumbi,43285
2023,West,Lapa,LAPA,Perdizes,Perdizes,102716
2023,West,Pinheiros,PINHEIROS,Pinheiros,Pinheiros,66035
2023,West,Butantã,BUTANTA,Raposo Tavares,Raposo_Tavares,118177
2023,West,Butantã,BUTANTA,Rio Pequeno,Rio_Pequeno,131664
2023,West,Lapa,LAPA,Vila Leopoldina,Vila_Leopoldina,47392
2023,West,Butantã,BUTANTA,Vila Sônia,Vila_Sonia,124605
2023,South_1,Ipiranga,IPIRANGA,Cursino,Cursino,102905
2023,South_1,Ipiranga,IPIRANGA,Ipiranga,Ipiranga,117376
2023,South_1,Jabaquara,JABAQUARA,Jabaquara,Jabaquara,213838
2023,South_1,Vila Mariana,VILA_MARIANA,Moema,Moema,82756
2023,South_1,Ipiranga,IPIRANGA,Sacomã,Sacoma,262011
2023,South_1,Vila Mariana,VILA_MARIANA,Saúde,Saude,129530
2023,South_1,Vila Mariana,VILA_MARIANA,Vila Mariana,Vila_Mariana,128418
2023,South_2,Santo Amaro,SANTO_AMARO,Campo Belo,Campo_Belo,72068
2023,South_2,Santo Amaro,SANTO_AMARO,Campo Grande,Campo_Grande,117331
2023,South_2,Campo Limpo,CAMPO_LIMPO,Campo Limpo,Campo_Limpo,236260
2023,South_2,Campo Limpo,CAMPO_LIMPO,Capão Redondo,Capao_Redondo,268215
2023,South_2,Cidade Ademar,CIDADE_ADEMAR,Cidade Ademar,Cidade_Ademar,245527
2023,South_2,Capela do Socorro,CAPELA_DO_SOCORRO,Cidade Dutra,Cidade_Dutra,180273
2023,South_2,Capela do Socorro,CAPELA_DO_SOCORRO,Grajaú,Grajau,382640
2023,South_2,M'Boi Mirim,M_BOI_MIRIM,Jardim Ângela,Jardim_Angela,308974
2023,South_2,M'Boi Mirim,M_BOI_MIRIM,Jardim São Luís,Jardim_Sao_Luis,256293
2023,South_2,Parelheiros,PARELHEIROS,Marsilac,Marsilac,11656
2023,South_2,Parelheiros,PARELHEIROS,Parelheiros,Parelheiros,153407
2023,South_2,Cidade Ademar,CIDADE_ADEMAR,Pedreira,Pedreira,163991
2023,South_2,Santo Amaro,SANTO_AMARO,Santo Amaro,Santo_Amaro,87297
2023,South_2,Capela do Socorro,CAPELA_DO_SOCORRO,Socorro,Socorro,38265
2023,South_2,Campo Limpo,CAMPO_LIMPO,Vila Andrade,Vila_Andrade,170924
2024,Downtown,Sé,SE,Bela Vista,Bela_Vista,58525
2024,Downtown,Sé,SE,Bom Retiro,Bom_Retiro,33179
2024,Downtown,Sé,SE,Cambuci,Cambuci,46497
2024,Downtown,Sé,SE,Consolação,Consolacao,53270
2024,Downtown,Sé,SE,Liberdade,Liberdade,65479
2024,Downtown,Sé,SE,República,Republica,61058
2024,Downtown,Sé,SE,Santa Cecília,Santa_Cecilia,80819
2024,Downtown,Sé,SE,Sé,Se,23209
2024,East_1,Mooca,MOOCA,Água Rasa,Agua_Rasa,85993
2024,East_1,Aricanduva/Formosa/Carrão,ARICANDUVA_FORMOSA_CARRAO,Aricanduva,Aricanduva,89499
2024,East_1,Penha,PENHA,Artur Alvim,Artur_Alvim,93634
2024,East_1,Mooca,MOOCA,Belém,Belem,57248
2024,East_1,Mooca,MOOCA,Brás,Bras,39822
2024,East_1,Penha,PENHA,Cangaíba,Cangaiba,140824
2024,East_1,Aricanduva/Formosa/Carrão,ARICANDUVA_FORMOSA_CARRAO,Carrão,Carrao,84724
2024,East_1,Mooca,MOOCA,Moóca,Mooca,81707
2024,East_1,Mooca,MOOCA,Pari,Pari,17321
2024,East_1,Penha,PENHA,Penha,Penha,133409
2024,East_1,Vila Prudente,VILA_PRUDENTE,São Lucas,Sao_Lucas,137250
2024,East_1,Sapopemba,SAPOPEMBA,Sapopemba,Sapopemba,260925
2024,East_1,Mooca,MOOCA,Tatuapé,Tatuape,100586
2024,East_1,Aricanduva/Formosa/Carrão,ARICANDUVA_FORMOSA_CARRAO,Vila Formosa,Vila_Formosa,91975
2024,East_1,Penha,PENHA,Vila Matilde,Vila_Matilde,103089
2024,East_1,Vila Prudente,VILA_PRUDENTE,Vila Prudente,Vila_Prudente,106187
2024,East_2,Itaquera,ITAQUERA,Cidade Líder,Cidade_Lider,136921
2024,East_2,Cidade Tiradentes,CIDADE_TIRADENTES,Cidade Tiradentes,Cidade_Tiradentes,188093
2024,East_2,Ermelino Matarazzo,ERMELINO_MATARAZZO,Ermelino Matarazzo,Ermelino_Matarazzo,111031
2024,East_2,Guaianases,GUAIANASES,Guaianases,Guaianases,108377
2024,East_2,São Mateus,SAO_MATEUS,Iguatemi,Iguatemi,151235
2024,East_2,Itaim Paulista,ITAIM_PAULISTA,Itaim Paulista,Itaim_Paulista,198999
2024,East_2,Itaquera,ITAQUERA,Itaquera,Itaquera,209668
2024,East_2,São Miguel,SAO_MIGUEL,Jardim Helena,Jardim_Helena,126316
2024,East_2,Itaquera,ITAQUERA,José Bonifácio,Jose_Bonifacio,128534
2024,East_2,Guaianases,GUAIANASES,Lajeado,Lajeado,161642
2024,East_2,Itaquera,ITAQUERA,Parque do Carmo,Parque_do_Carmo,74820
2024,East_2,Ermelino Matarazzo,ERMELINO_MATARAZZO,Ponte Rasa,Ponte_Rasa,88640
2024,East_2,São Mateus,SAO_MATEUS,São Mateus,Sao_Mateus,154556
2024,East_2,São Miguel,SAO_MIGUEL,São Miguel,Sao_Miguel,77860
2024,East_2,São Mateus,SAO_MATEUS,São Rafael,Sao_Rafael,147185
2024,East_2,Itaim Paulista,ITAIM_PAULISTA,Vila Curuçá,Vila_Curuca,137675
2024,East_2,São Miguel,SAO_MIGUEL,Vila Jacuí,Vila_Jacui,131912
2024,North_1,Jaçanã/Tremembé,JACANA_TREMEMBE,Jaçanã,Jacana,85579
2024,North_1,Santana/Tucuruvi,SANTANA_TUCURUVI,Mandaqui,Mandaqui,102802
2024,North_1,Santana/Tucuruvi,SANTANA_TUCURUVI,Santana,Santana,115913
2024,North_1,Jaçanã/Tremembé,JACANA_TREMEMBE,Tremembé,Tremembe,194428
2024,North_1,Santana/Tucuruvi,SANTANA_TUCURUVI,Tucuruvi,Tucuruvi,100340
2024,North_1,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Guilherme,Vila_Guilherme,52109
2024,North_1,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Maria,Vila_Maria,106771
2024,North_1,Vila Maria/Vila Guilherme,VILA_MARIA_VILA_GUILHERME,Vila Medeiros,Vila_Medeiros,111745
2024,North_2,Perus,PERUS,Anhanguera,Anhanguera,75967
2024,North_2,Freguesia/Brasilândia,FREGUESIA_BRASILANDIA,Brasilândia,Brasilandia,234740
2024,North_2,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Cachoeirinha,Cachoeirinha,141097
2024,North_2,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Casa Verde,Casa_Verde,79301
2024,North_2,Freguesia/Brasilândia,FREGUESIA_BRASILANDIA,Freguesia do Ó,Freguesia_do_O,135671
2024,North_2,Pirituba/Jaraguá,PIRITUBA_JARAGUA,Jaraguá,Jaragua,213163
2024,North_2,Casa Verde/Cachoeirinha,CASA_VERDE_CACHOEIRINHA,Limão,Limao,82026
2024,North_2,Perus,PERUS,Perus,Perus,87541
2024,North_2,Pirituba/Jaraguá,PIRITUBA_JARAGUA,Pirituba,Pirituba,181007
2024,North_2,Pirituba/Jaraguá,PIRITUBA_JARAGUA,São Domingos,Sao_Domingos,89226
2024,West,,NAO_IDENTIFICADO,OESTE,OESTE,1103539
2024,West,Pinheiros,PINHEIROS,Alto de Pinheiros,Alto_de_Pinheiros,36987
2024,West,Lapa,LAPA,Barra Funda,Barra_Funda,36499
2024,West,Butantã,BUTANTA,Butantã,Butanta,51323
2024,West,Pinheiros,PINHEIROS,Itaim Bibi,Itaim_Bibi,103780
2024,West,Lapa,LAPA,Jaguara,Jaguara,24715
2024,West,Lapa,LAPA,Jaguaré,Jaguare,55846
2024,West,Pinheiros,PINHEIROS,Jardim Paulista,Jardim_Paulista,81830
2024,West,Lapa,LAPA,Lapa,Lapa,77737
2024,West,Butantã,BUTANTA,Morumbi,Morumbi,42623
2024,West,Lapa,LAPA,Perdizes,Perdizes,101794
2024,West,Pinheiros,PINHEIROS,Pinheiros,Pinheiros,66007
2024,West,Butantã,BUTANTA,Raposo Tavares,Raposo_Tavares,119088
2024,West,Butantã,BUTANTA,Rio Pequeno,Rio_Pequeno,132079
2024,West,Lapa,LAPA,Vila Leopoldina,Vila_Leopoldina,47815
2024,West,Butantã,BUTANTA,Vila Sônia,Vila_Sonia,125416
2024,South_1,Ipiranga,IPIRANGA,Cursino,Cursino,101967
2024,South_1,Ipiranga,IPIRANGA,Ipiranga,Ipiranga,117874
2024,South_1,Jabaquara,JABAQUARA,Jabaquara,Jabaquara,212047
2024,South_1,Vila Mariana,VILA_MARIANA,Moema,Moema,82541
2024,South_1,Ipiranga,IPIRANGA,Sacomã,Sacoma,262208
2024,South_1,Vila Mariana,VILA_MARIANA,Saúde,Saude,129107
2024,South_1,Vila Mariana,VILA_MARIANA,Vila Mariana,Vila_Mariana,127995
2024,South_2,Santo Amaro,SANTO_AMARO,Campo Belo,Campo_Belo,72325
2024,South_2,Santo Amaro,SANTO_AMARO,Campo Grande,Campo_Grande,118297
2024,South_2,Campo Limpo,CAMPO_LIMPO,Campo Limpo,Campo_Limpo,237221
2024,South_2,Campo Limpo,CAMPO_LIMPO,Capão Redondo,Capao_Redondo,266833
2024,South_2,Cidade Ademar,CIDADE_ADEMAR,Cidade Ademar,Cidade_Ademar,242478
2024,South_2,Capela do Socorro,CAPELA_DO_SOCORRO,Cidade Dutra,Cidade_Dutra,178182
2024,South_2,Capela do Socorro,CAPELA_DO_SOCORRO,Grajaú,Grajau,382255
2024,South_2,M'Boi Mirim,M_BOI_MIRIM,Jardim Ângela,Jardim_Angela,308554
2024,South_2,M'Boi Mirim,M_BOI_MIRIM,Jardim São Luís,Jardim_Sao_Luis,254205
2024,South_2,Parelheiros,PARELHEIROS,Marsilac,Marsilac,11902
2024,South_2,Parelheiros,PARELHEIROS,Parelheiros,Parelheiros,154356
2024,South_2,Cidade Ademar,CIDADE_ADEMAR,Pedreira,Pedreira,165028
2024,South_2,Santo Amaro,SANTO_AMARO,Santo Amaro,Santo_Amaro,88344
2024,South_2,Capela do Socorro,CAPELA_DO_SOCORRO,Socorro,Socorro,38111
2024,South_2,Campo Limpo,CAMPO_LIMPO,Vila Andrade,Vila_Andrade,174102
2025,Downtown,Sé,SE,Bela Vista,Bela_Vista,73684
2025,Downtown,Sé,SE,Bom Retiro,Bom_Retiro,40519
2025,Downtown,Sé,SE,Cambuci,Cambuci,41540
2025,Downtown,Sé,SE,Consolação,Consolacao,56853
2025,Downtown,Sé,SE,Liberdade,Liberdade,73413
2025,Downtown,Sé,SE,República,Republica,62444
2025,Downtown,Sé,SE,Santa Cecília,Santa_Cecilia,88972
2025,Downtown,Sé,SE,Sé,Se,27609
2025,East_1,Mooca,MOOCA,Água Rasa,Agua_Rasa,81060
2025,East_1,Aricanduva/Formosa/Carrão,ARICANDUVA_FORMOSA_CARRAO,Aricanduva,Aricanduva,85253
2025,East_1,Penha,PENHA,Artur Alvim,Artur_Alvim,98350
2025,East_1,Mooca,MOOCA,Belém,Belem,50317
2025,East_1,Mooca,MOOCA,Brás,Bras,34258
2025,East_1,Penha,PENHA,Cangaíba,Cangaiba,139005
