cd_identif,cd_identi0,cd_distrit,nm_distrit,sg_distrit,tx_escala,sg_fonte_o,dt_criacao,dt_atualiz,cd_usuario,cd_tipo_di,qt_area_qu,qt_area_me,cd_regiao_,nm_regiao_,cd_regiao0,nm_regiao0,district_name,region_name1,region_name2,subprefecture_name,longitude_district,latitude_district,geometry,longitude_district_centroid,latitude_district_centroid,cd_subpref,qt_area_qu_subprefecture,qt_area_me_subprefecture,geometry_subprefecture,longitude_subpref,latitude_subpref,longitude_subpref_centroid,latitude_subpref_centroid
8583481.0,1.0,42,JARAGUA,JAR,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,28.111,28111480.23,3,Norte,4,Norte 2,Jaragua,North,Norte 2,PIRITUBA_JARAGUA,-46.73623598843211,-23.447169063389495,POINT (-46.73977431904265 -23.445745589517156),-46.73977431904265,-23.445745589517156,02,55.0,55021021.42,POINT (-46.73683615370421 -23.46516833709622),-46.74375224607306,-23.465149668497528,-46.73683615370421,-23.46516833709622
8583448.0,15.0,8,BELEM,BEL,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,6.047,6046777.42,2,Leste,2,Leste 1,Belem,East,East_1,MOOCA,-46.5951693601865,-23.538346637851003,POINT (-46.59482465914714 -23.537603179908114),-46.59482465914714,-23.537603179908114,25,36.0,36046910.58,POINT (-46.58813988740095 -23.548744806248493),-46.58976837361642,-23.550486639946364,-46.58813988740095,-23.548744806248493
8583459.0,23.0,19,CAPAO REDONDO,CRE,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,13.772,13772204.66,5,Sul,8,Sul 2,Capao_Redondo,South,South_2,CAMPO_LIMPO,-46.77945628238191,-23.672132828053392,POINT (-46.780513675707034 -23.668769827366404),-46.780513675707034,-23.668769827366404,17,37.0,36673870.39,POINT (-46.75998879971502 -23.645515733142357),-46.77333414415425,-23.652950095742717,-46.75998879971502,-23.645515733142357
8583413.0,4.0,70,SANTANA,STN,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,13.092,13091744.8,3,Norte,5,Norte 1,Santana,North,North_1,SANTANA_TUCURUVI,-46.62914008031223,-23.49925448672977,POINT (-46.630374427723645 -23.50001062011798),-46.630374427723645,-23.50001062011798,05,36.0,35782518.58,POINT (-46.62783412197503 -23.47858463397127),-46.61764509907789,-23.473488777431104,-46.62783412197503,-23.47858463397127
8583396.0,20.0,32,MOEMA,MOE,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,9.08,9079516.47,5,Sul,7,Sul 1,Moema,South,South_1,VILA_MARIANA,-46.66169528391595,-23.594739121971852,POINT (-46.661365433244555 -23.59611295927693),-46.661365433244555,-23.59611295927693,12,27.0,26984413.29,POINT (-46.6462223558506 -23.599433231366177),-46.64878336225142,-23.599882074761005,-46.6462223558506,-23.599433231366177
8583472.0,17.0,33,IGUATEMI,IGU,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,19.435,19434636.54,2,Leste,3,Leste 2,Iguatemi,East,East_2,SAO_MATEUS,-46.41926357691705,-23.618133421139145,POINT (-46.42676734257273 -23.61257005406026),-46.42676734257273,-23.61257005406026,30,45.0,45311142.72,POINT (-46.450008969918926 -23.613550065291108),-46.441654344059025,-23.61066064123239,-46.450008969918926,-23.613550065291108
8583476.0,11.0,37,ITAQUERA,ITQ,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,14.727,14727321.42,2,Leste,3,Leste 2,Itaquera,East,East_2,ITAQUERA,-46.453976822934564,-23.534926487461906,POINT (-46.45594247124081 -23.534019612354633),-46.45594247124081,-23.534019612354633,27,55.0,55129133.36,POINT (-46.458407853035986 -23.55987789685632),-46.470887357074226,-23.5555652619892,-46.458407853035986,-23.55987789685632
8583486.0,12.0,96,LAJEADO,LAJ,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,8.835,8834560.1,2,Leste,3,Leste 2,Lajeado,East,East_2,GUAIANASES,-46.41030502095215,-23.535956155602438,POINT (-46.408630255087566 -23.53363029330123),-46.408630255087566,-23.53363029330123,28,18.0,17775557.17,POINT (-46.407618181392266 -23.545070058963837),-46.406869921578114,-23.545692948310492,-46.407618181392266,-23.545070058963837
8583456.0,29.0,16,CAMPO GRANDE,CGR,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,12.937,12936654.38,5,Sul,8,Sul 2,Campo_Grande,South,South_2,SANTO_AMARO,-46.6873147951177,-23.675583174872042,POINT (-46.687516620381196 -23.674596795111967),-46.687516620381196,-23.674596795111967,14,38.0,37745316.9,POINT (-46.68877088733897 -23.650096114220954),-46.70120161348045,-23.653829121954427,-46.68877088733897,-23.650096114220954
8583479.0,13.0,40,JAGUARA,JAG,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,4.575,4574844.02,4,Oeste,6,Oeste,Jaguara,West,West,LAPA,-46.75128947146208,-23.507872831612147,POINT (-46.747133437041484 -23.511033460349285),-46.747133437041484,-23.511033460349285,08,41.0,40638699.56,POINT (-46.71395456549933 -23.52821555660065),-46.709175497330186,-23.527320110426555,-46.71395456549933,-23.52821555660065
8583485.0,11.0,47,JOSE BONIFACIO,JBO,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,14.57,14569748.72,2,Leste,3,Leste 2,Jose_Bonifacio,East,East_2,ITAQUERA,-46.43483666207297,-23.564030509516396,POINT (-46.43266273741402 -23.56739054879399),-46.43266273741402,-23.56739054879399,27,55.0,55129133.36,POINT (-46.458407853035986 -23.55987789685632),-46.470887357074226,-23.5555652619892,-46.458407853035986,-23.55987789685632
8583458.0,7.0,18,CANGAIBA,CNG,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,13.726,13725884.42,2,Leste,2,Leste 1,Cangaiba,East,East_1,PENHA,-46.51658754418044,-23.495891946101885,POINT (-46.51876658900639 -23.49890313942163),-46.51876658900639,-23.49890313942163,21,40.0,40429242.04,POINT (-46.51617546751888 -23.521184088681732),-46.537291579233894,-23.51567623398102,-46.51617546751888,-23.521184088681732
8583398.0,21.0,54,MORUMBI,MOR,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,11.489,11489323.67,4,Oeste,6,Oeste,Morumbi,West,West,BUTANTA,-46.707456154265294,-23.59609064707037,POINT (-46.70802266515362 -23.596319366862623),-46.70802266515362,-23.596319366862623,10,56.0,56305155.27,POINT (-46.74328724963944 -23.58571521302107),-46.744877401572936,-23.583828369118887,-46.74328724963944,-23.58571521302107
8583425.0,5.0,81,TREMEMBE,TRE,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,57.65,57650453.35,3,Norte,5,Norte 1,Tremembe,North,North_1,JACANA_TREMEMBE,-46.58809555314871,-23.41163876655962,POINT (-46.589207625331184 -23.417467672726314),-46.589207625331184,-23.417467672726314,06,65.0,65115661.41,POINT (-46.58757214442981 -23.422589384022174),-46.594121106856946,-23.42162921623134,-46.58757214442981,-23.422589384022174
8583463.0,25.0,23,CIDADE DUTRA,CDU,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,27.966,27965884.43,5,Sul,8,Sul 2,Cidade_Dutra,South,South_2,CAPELA_DO_SOCORRO,-46.710363717579256,-23.72802143911171,POINT (-46.70239782872339 -23.725763785357312),-46.70239782872339,-23.725763785357312,19,133.0,132844027.47,POINT (-46.6798118856059 -23.766662007563),-46.686913362187795,-23.754716018884587,-46.6798118856059,-23.766662007563
8583452.0,21.0,12,BUTANTA,BUT,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,12.946,12945965.07,4,Oeste,6,Oeste,Butanta,West,West,BUTANTA,-46.72186527038935,-23.569197561232425,POINT (-46.72626869650678 -23.570195755014645),-46.72626869650678,-23.570195755014645,10,56.0,56305155.27,POINT (-46.74328724963944 -23.58571521302107),-46.744877401572936,-23.583828369118887,-46.74328724963944,-23.58571521302107
8583439.0,27.0,55,PARELHEIROS,PLH,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,152.489,152489214.65,5,Sul,8,Sul 2,Parelheiros,South,South_2,PARELHEIROS,-46.73391914035397,-23.82426448816247,POINT (-46.71630480950184 -23.830112006082743),-46.71630480950184,-23.830112006082743,20,361.0,360654213.19,POINT (-46.71150647247876 -23.890804121428037),-46.69639065142816,-23.873694695676555,-46.71150647247876,-23.890804121428037
8583419.0,17.0,75,SAO RAFAEL,SRA,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,13.076,13076288.46,2,Leste,3,Leste 2,Sao_Rafael,East,East_2,SAO_MATEUS,-46.45328948163731,-23.62702392114792,POINT (-46.45394053407424 -23.628207065652294),-46.45394053407424,-23.628207065652294,30,45.0,45311142.72,POINT (-46.450008969918926 -23.613550065291108),-46.441654344059025,-23.61066064123239,-46.450008969918926,-23.613550065291108
8583409.0,14.0,66,REPUBLICA,REP,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,2.397,2397026.41,1,Centro,1,Centro,Republica,Downtown,Downtown,SE,-46.64238934048646,-23.545877008189684,POINT (-46.641050976562695 -23.544763601934516),-46.641050976562695,-23.544763601934516,09,27.0,26665465.09,POINT (-46.639877861796236 -23.548358874509194),-46.649032899745805,-23.547783199875568,-46.639877861796236,-23.548358874509194
8583471.0,12.0,31,GUAIANASES,GUA,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,8.941,8941088.77,2,Leste,3,Leste 2,Guaianases,East,East_2,GUAIANASES,-46.40872207424402,-23.555648871053886,POINT (-46.40661800674435 -23.55637291775318),-46.40661800674435,-23.55637291775318,28,18.0,17775557.17,POINT (-46.407618181392266 -23.545070058963837),-46.406869921578114,-23.545692948310492,-46.407618181392266,-23.545070058963837
8583424.0,15.0,80,TATUAPE,TAT,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,8.514,8514313.05,2,Leste,2,Leste 1,Tatuape,East,East_1,MOOCA,-46.56946102112112,-23.53945812149898,POINT (-46.56745056955846 -23.538680719641686),-46.56745056955846,-23.538680719641686,25,36.0,36046910.58,POINT (-46.58813988740095 -23.548744806248493),-46.58976837361642,-23.550486639946364,-46.58813988740095,-23.548744806248493
8583429.0,16.0,85,VILA FORMOSA,VFO,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,7.473,7473222.27,2,Leste,2,Leste 1,Vila_Formosa,East,East_1,ARICANDUVA_FORMOSA_CARRAO,-46.5427473256642,-23.568572867460702,POINT (-46.54599197726592 -23.5678580274129),-46.54599197726592,-23.5678580274129,26,22.0,22335715.74,POINT (-46.533802528042635 -23.56377755819314),-46.53687968556006,-23.562355533041682,-46.533802528042635,-23.56377755819314
8583402.0,7.0,59,PENHA,PEN,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,11.429,11428502.95,2,Leste,2,Leste 1,Penha,East,East_1,PENHA,-46.52587785525978,-23.521054934980366,POINT (-46.5290371518173 -23.523202142815155),-46.5290371518173,-23.523202142815155,21,40.0,40429242.04,POINT (-46.51617546751888 -23.521184088681732),-46.537291579233894,-23.51567623398102,-46.51617546751888,-23.521184088681732
8583406.0,1.0,63,PIRITUBA,PIR,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,17.216,17216180.68,3,Norte,4,Norte 2,Pirituba,North,Norte 2,PIRITUBA_JARAGUA,-46.730877425196894,-23.479877450882768,POINT (-46.72617730357033 -23.480948541939046),-46.72617730357033,-23.480948541939046,02,55.0,55021021.42,POINT (-46.73683615370421 -23.46516833709622),-46.74375224607306,-23.465149668497528,-46.73683615370421,-23.46516833709622
8583464.0,11.0,24,CIDADE LIDER,CLD,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,10.356,10356058.83,2,Leste,3,Leste 2,Cidade_Lider,East,East_2,ITAQUERA,-46.490874272426176,-23.565098827866514,POINT (-46.491303335689295 -23.562018400885506),-46.491303335689295,-23.562018400885506,27,55.0,55129133.36,POINT (-46.458407853035986 -23.55987789685632),-46.470887357074226,-23.5555652619892,-46.458407853035986,-23.55987789685632
8583405.0,22.0,62,PINHEIROS,PIN,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,8.319,8319178.78,4,Oeste,6,Oeste,Pinheiros,West,West,PINHEIROS,-46.69060505873252,-23.566003801199212,POINT (-46.688672688502784 -23.56647306334298),-46.688672688502784,-23.56647306334298,11,32.0,31993530.49,POINT (-46.688827903964736 -23.573249515615593),-46.679550015489255,-23.58097230269371,-46.688827903964736,-23.573249515615593
8583403.0,13.0,60,PERDIZES,PRD,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,6.338,6337715.54,4,Oeste,6,Oeste,Perdizes,West,West,LAPA,-46.68078303545775,-23.537964460641415,POINT (-46.68093368526209 -23.538721226299142),-46.68093368526209,-23.538721226299142,08,41.0,40638699.56,POINT (-46.71395456549933 -23.52821555660065),-46.709175497330186,-23.527320110426555,-46.71395456549933,-23.52821555660065
8583466.0,14.0,26,CONSOLACAO,CON,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,3.815,3815396.39,1,Centro,1,Centro,Consolacao,Downtown,Downtown,SE,-46.660089895743084,-23.548201642089094,POINT (-46.66022873401343 -23.54869286592732),-46.66022873401343,-23.54869286592732,09,27.0,26665465.09,POINT (-46.639877861796236 -23.548358874509194),-46.649032899745805,-23.547783199875568,-46.639877861796236,-23.548358874509194
8583482.0,9.0,44,JARDIM HELENA,JDH,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,9.254,9253624.2,2,Leste,3,Leste 2,Jardim_Helena,East,East_2,SAO_MIGUEL,-46.423495281895434,-23.482182258212823,POINT (-46.41290714472381 -23.483701382362792),-46.41290714472381,-23.483701382362792,23,26.0,26159228.21,POINT (-46.43750291194303 -23.495421567696177),-46.448025473659676,-23.497991429924486,-46.43750291194303,-23.495421567696177
8583457.0,23.0,17,CAMPO LIMPO,CLM,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,12.595,12594802.91,5,Sul,8,Sul 2,Campo_Limpo,South,South_2,CAMPO_LIMPO,-46.75948163619514,-23.633000298266307,POINT (-46.76350101919181 -23.635864145488643),-46.76350101919181,-23.635864145488643,17,37.0,36673870.39,POINT (-46.75998879971502 -23.645515733142357),-46.77333414415425,-23.652950095742717,-46.75998879971502,-23.645515733142357
8583455.0,29.0,15,CAMPO BELO,CBE,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,8.772,8772436.59,5,Sul,8,Sul 2,Campo_Belo,South,South_2,SANTO_AMARO,-46.669454862151575,-23.626652548721346,POINT (-46.66790878769411 -23.628080109636315),-46.66790878769411,-23.628080109636315,14,38.0,37745316.9,POINT (-46.68877088733897 -23.650096114220954),-46.70120161348045,-23.653829121954427,-46.68877088733897,-23.650096114220954
8583477.0,28.0,38,JABAQUARA,JAB,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,14.01,14009806.24,5,Sul,7,Sul 1,Jabaquara,South,South_1,JABAQUARA,-46.64997458892512,-23.65226235111884,POINT (-46.645908338605985 -23.65054970145928),-46.645908338605985,-23.65054970145928,15,14.0,14009806.24,POINT (-46.645908338496746 -23.650549701679623),-46.649974588806785,-23.652262351409295,-46.645908338496746,-23.650549701679623
8583438.0,24.0,43,JARDIM ANGELA,JDA,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,36.364,36363863.45,5,Sul,8,Sul 2,Jardim_Angela,South,South_2,M_BOI_MIRIM,-46.770584262755094,-23.713264155592732,POINT (-46.768091454480945 -23.716041319847722),-46.768091454480945,-23.716041319847722,18,62.0,62411386.53,POINT (-46.75611576434166 -23.701303733994283),-46.76250154998999,-23.69864793458234,-46.75611576434166,-23.701303733994283
8583450.0,15.0,10,BRAS,BRS,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,3.63,3629732.16,2,Leste,2,Leste 1,Bras,East,East_1,MOOCA,-46.616145902153015,-23.54382548510416,POINT (-46.617469223115314 -23.543746840080576),-46.617469223115314,-23.543746840080576,25,36.0,36046910.58,POINT (-46.58813988740095 -23.548744806248493),-46.58976837361642,-23.550486639946364,-46.58813988740095,-23.548744806248493
8583469.0,2.0,29,FREGUESIA DO O,FRE,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,10.923,10923417.34,3,Norte,4,Norte 2,Freguesia_do_O,North,Norte 2,FREGUESIA_BRASILANDIA,-46.69543195796335,-23.485140230567023,POINT (-46.697395728848946 -23.48622442724094),-46.697395728848946,-23.48622442724094,03,32.0,31980202.74,POINT (-46.69146439017854 -23.461465324584324),-46.69380726017776,-23.46200601510064,-46.69146439017854,-23.461465324584324
8583451.0,2.0,11,BRASILANDIA,BRL,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,21.057,21056793.96,3,Norte,4,Norte 2,Brasilandia,North,Norte 2,FREGUESIA_BRASILANDIA,-46.690364899713416,-23.44817514984345,POINT (-46.68838842292471 -23.448621055057075),-46.68838842292471,-23.448621055057075,03,32.0,31980202.74,POINT (-46.69146439017854 -23.461465324584324),-46.69380726017776,-23.46200601510064,-46.69146439017854,-23.461465324584324
8583411.0,19.0,68,SACOMA,SAC,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,14.549,14548808.05,5,Sul,7,Sul 1,Sacoma,South,South_1,IPIRANGA,-46.59565304608401,-23.631066840259226,POINT (-46.59817136093293 -23.630812905982637),-46.59817136093293,-23.630812905982637,13,37.0,37497323.0,POINT (-46.606711712553334 -23.6194885138051),-46.6049000924512,-23.619868543136572,-46.606711712553334,-23.6194885138051
8583483.0,22.0,45,JARDIM PAULISTA,JDP,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,6.187,6186611.4,4,Oeste,6,Oeste,Jardim_Paulista,West,West,PINHEIROS,-46.66368325868766,-23.567732322882577,POINT (-46.66675941477052 -23.566514132618195),-46.66675941477052,-23.566514132618195,11,32.0,31993530.49,POINT (-46.688827903964736 -23.573249515615593),-46.679550015489255,-23.58097230269371,-46.688827903964736,-23.573249515615593
8583430.0,6.0,86,VILA GUILHERME,VGL,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,7.201,7200560.7,3,Norte,5,Norte 1,Vila_Guilherme,North,North_1,VILA_MARIA_VILA_GUILHERME,-46.605986637324634,-23.509601536450685,POINT (-46.60576553870227 -23.509177593686164),-46.60576553870227,-23.509177593686164,07,27.0,26899223.48,POINT (-46.58522728862155 -23.50490715188926),-46.58819470049616,-23.501041772945488,-46.58522728862155,-23.50490715188926
8583408.0,21.0,65,RAPOSO TAVARES,RTA,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,12.221,12221498.23,4,Oeste,6,Oeste,Raposo_Tavares,West,West,BUTANTA,-46.78168318586494,-23.592011313395354,POINT (-46.7854151173749 -23.59240105321379),-46.7854151173749,-23.59240105321379,10,56.0,56305155.27,POINT (-46.74328724963944 -23.58571521302107),-46.744877401572936,-23.583828369118887,-46.74328724963944,-23.58571521302107
8583487.0,13.0,48,LAPA,LAP,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,10.283,10282730.88,4,Oeste,6,Oeste,Lapa,West,West,LAPA,-46.70343027103152,-23.52450910772314,POINT (-46.705976703897434 -23.52263526803088),-46.705976703897434,-23.52263526803088,08,41.0,40638699.56,POINT (-46.71395456549933 -23.52821555660065),-46.709175497330186,-23.527320110426555,-46.71395456549933,-23.52821555660065
8583431.0,9.0,87,VILA JACUI,VJA,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,8.279,8278821.49,2,Leste,3,Leste 2,Vila_Jacui,East,East_2,SAO_MIGUEL,-46.45884789738923,-23.500401124765283,POINT (-46.46156391353396 -23.502624357134252),-46.46156391353396,-23.502624357134252,23,26.0,26159228.21,POINT (-46.43750291194303 -23.495421567696177),-46.448025473659676,-23.497991429924486,-46.43750291194303,-23.495421567696177
8583473.0,19.0,34,IPIRANGA,IPI,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,11.005,11004619.02,5,Sul,7,Sul 1,Ipiranga,South,South_1,IPIRANGA,-46.605920037048634,-23.58961795898457,POINT (-46.602834680461605 -23.591807292589667),-46.602834680461605,-23.591807292589667,13,37.0,37497323.0,POINT (-46.606711712553334 -23.6194885138051),-46.6049000924512,-23.619868543136572,-46.606711712553334,-23.6194885138051
8583443.0,31.0,3,ANHANGUERA,ANH,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,33.245,33244961.18,3,Norte,4,Norte 2,Anhanguera,North,Norte 2,PERUS_ANHANGUERA,-46.788602449405985,-23.432788264713807,POINT (-46.793129566001596 -23.430491694622827),-46.793129566001596,-23.430491694622827,01,57.0,56889310.75,POINT (-46.77359982239678 -23.421114043384943),-46.784840145514515,-23.4279108276664,-46.77359982239678,-23.421114043384943
8583420.0,32.0,76,SAPOPEMBA,SAP,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,13.633,13632901.77,2,Leste,2,Leste 1,Sapopemba,East,East_1,SAPOPEMBA,-46.509869215188004,-23.60465951818191,POINT (-46.50954932382981 -23.605569914640938),-46.50954932382981,-23.605569914640938,32,14.0,13632902.04,POINT (-46.509549324405434 -23.60556991458359),-46.509869215052944,-23.604659518466427,-46.509549324405434,-23.60556991458359
8583462.0,26.0,22,CIDADE ADEMAR,CAD,1:5000,GEOGSG,2004-01-01,2026-03-20,,199299399,12.308,12307661.32,5,Sul,8,Sul 2,Cidade_Ademar,South,South_2,CIDADE_ADEMAR,-46.65865534231266,-23.66939632310165,POINT (-46.6568757083398 -23.67375675129038),-46.6568757083398,-23.67375675129038,16,31.0,30810241.77,POINT (-46.652668597720755 -23.693684297768364),-46.65207944258547,-23.687441128575436,-46.652668597720755,-23.693684297768364
